Numero_expedient;Codi_districte;Nom_districte;Codi_barri;Nom_barri;Codi_carrer;Nom_carrer;Num_postal ;Descripcio_dia_setmana;Dia_setmana;Descripcio_tipus_dia;Any;Mes_ any;Nom_mes;Dia_mes;Descripcio_torn;Hora_dia;Descripcio_causa_vianant;Desc_Tipus_vehicle_implicat;Descripcio_sexe;Edat;Descripcio_tipus_persona;Descripcio_situacio;Descripcio_victimitzacio;Coordenada_UTM_X;Coordenada_UTM_Y;Longitud;Latitud
2018S002660    ;4;Les Corts;21;Pedralbes;176153;Diagonal                                          ;668;Dissabte;Ds;Laboral;2018;4;Abril;7;Tarda;18;No és causa del  vianant;Turisme;Dona;22;Conductor;Presentat;Ferit lleu: Amb assistència sanitària en lloc d'accident;427052.13 ;4582458.24;2.126.357;41.388.503
2018S002661    ;9;Sant Andreu;61;la Sagrera;166309;Antilles                                          ;11;Divendres;Dv;Laboral;2018;4;Abril;6;Tarda;21;No és causa del  vianant;Tot terreny;Dona;48;Vianant;Desconegut;Ferit lleu: Hospitalització fins a 24h;432284.21 ;4586508.62;2.188.477;41.425.441
2018S002662    ;2;Eixample;10;Sant Antoni;198804;Floridablanca / Entença                           ;;Dissabte;Ds;Laboral;2018;4;Abril;7;Nit;23;No és causa del  vianant;Motocicleta;Home;42;Conductor;Presentat;Ferit lleu: Hospitalització fins a 24h;429443.4  ;4581071.93;2.155.117;4.137.623
2018S002663    ;4;Les Corts;19;les Corts;362103;Corts / Vilamur                                   ;;Dissabte;Ds;Laboral;2018;4;Abril;7;Nit;22;No és causa del  vianant;Autobús articulat;Dona;67;Passatger;Desconegut;Ferit lleu: Hospitalització fins a 24h;427686.46 ;4582196.26;2.133.975;41.386.201
2018S002664    ;3;Sants-Montjuïc;14;la Font de la Guatlla;212406;Corts Catalanes                                   ;194;Dissabte;Ds;Laboral;2018;4;Abril;7;Nit;23;No és causa del  vianant;Furgoneta;Home;26;Passatger;Desconegut;Ferit lleu: Amb assistència sanitària en lloc d'accident;428247.16 ;4580227.43;2.140.913;41.368.518
2018S002664    ;3;Sants-Montjuïc;14;la Font de la Guatlla;212406;Corts Catalanes                                   ;;Dissabte;Ds;Laboral;2018;4;Abril;7;Nit;23;No és causa del  vianant;Furgoneta;Home;32;Conductor;Presentat;Ferit lleu: Amb assistència sanitària en lloc d'accident;428247.16 ;4580227.43;2.140.913;41.368.518
2018S002665    ;5;Sarrià-Sant Gervasi;24;les Tres Torres;701531;Sarrià / Ricardo Villa                            ;;Diumenge;Dg;Laboral;2018;4;Abril;8;Nit;0;No és causa del  vianant;Motocicleta;Home;30;Passatger;Desconegut;Ferit lleu: Hospitalització fins a 24h;427578.87 ;4582861.02;2.132.608;41.392.178
2018S002667    ;3;Sants-Montjuïc;18;Sants;172403;Violant Hongria Reina Aragó / Joan Güell          ;;Diumenge;Dg;Laboral;2018;4;Abril;8;Nit;0;No és causa del  vianant;Turisme;Dona;21;Conductor;Presentat;Ferit lleu: Amb assistència sanitària en lloc d'accident;427589.39 ;4581481.94;2.132.899;41.379.758
2018S002667    ;3;Sants-Montjuïc;18;Sants;172403;Violant Hongria Reina Aragó / Joan Güell          ;;Diumenge;Dg;Laboral;2018;4;Abril;8;Nit;0;No és causa del  vianant;Turisme;Dona;51;Conductor;Presentat;Ferit lleu: Hospitalització fins a 24h;427589.39 ;4581481.94;2.132.899;41.379.758
2018S002668    ;2;Eixample;7;la Dreta de l'Eixample;191204;Mallorca / Catalunya                              ;;Diumenge;Dg;Laboral;2018;4;Abril;8;Nit;1;No és causa del  vianant;Motocicleta;Home;34;Conductor;Presentat;Ferit lleu: Amb assistència sanitària en lloc d'accident;429965.34 ;4582901.04;2.161.147;4.139.275
2018S002669    ;2;Eixample;5;el Fort Pienc;178308;Lepant / Corts Catalanes                          ;;Diumenge;Dg;Laboral;2018;4;Abril;8;Nit;2;No és causa del  vianant;Ciclomotor;Dona;29;Conductor;Presentat;Ferit lleu: Amb assistència sanitària en lloc d'accident;431752.09 ;4583696.66;2.182.427;4.140.007
2018S002670    ;5;Sarrià-Sant Gervasi;25;Sant Gervasi - la Bonanova;101008;Tibidabo                                          ;31;Dissabte;Ds;Laboral;2018;4;Abril;7;Nit;22;No és causa del  vianant;Turisme;Dona;64;Conductor;Presentat;Ferit lleu: Hospitalització fins a 24h;427757.57 ;4585222.49;2.134.464;41.413.463
2018S002671    ;5;Sarrià-Sant Gervasi;26;Sant Gervasi - Galvany;264206;Calvet / Marià Cubí                               ;;Diumenge;Dg;Laboral;2018;4;Abril;8;Nit;4;No és causa del  vianant;Bicicleta;Home;18;Conductor;Presentat;Ferit lleu: Hospitalització fins a 24h;428496.2  ;4583125.77;2.143.549;41.394.645
2018S002672    ;5;Sarrià-Sant Gervasi;26;Sant Gervasi - Galvany;188607;Diagonal / Sarrià                                 ;;Diumenge;Dg;Laboral;2018;4;Abril;8;Matí;6;No és causa del  vianant;Motocicleta;Dona;20;Vianant;Desconegut;Ferit lleu: Hospitalització fins a 24h;428097.57 ;4582748.97;2.138.825;41.391.215
2018S002673    ;5;Sarrià-Sant Gervasi;24;les Tres Torres;130505;Augusta                                           ;318;Diumenge;Dg;Laboral;2018;4;Abril;8;Matí;7;No és causa del  vianant;Turisme;Home;20;Conductor;Presentat;Ferit lleu: Hospitalització fins a 24h;427033.62 ;4583559.2 ;2.126.003;41.398.417
2018S002674    ;8;Nou Barris;54;Torre Baró;12305;C-17 (Barcelona)                                  ;K1        ;Dissabte;Ds;Laboral;2018;4;Abril;7;Tarda;19;No és causa del  vianant;Turisme;Home;44;Conductor;Presentat;Ferit lleu: Hospitalització fins a 24h;432306.01 ;4589737;2.188.376;4.145.452
2018S002675    ;2;Eixample;7;la Dreta de l'Eixample;176801;Gràcia / Corts Catalanes                          ;;Diumenge;Dg;Laboral;2018;4;Abril;8;Matí;10;No és causa del  vianant;Motocicleta;Home;26;Conductor;Presentat;Ferit lleu: Hospitalització fins a 24h;430557.69 ;4582525.42;2.168.274;41.389.418
2018S002676    ;2;Eixample;9;la Nova Esquerra de l'Eixample;18505;Aragó / Entença                                   ;;Diumenge;Dg;Laboral;2018;4;Abril;8;Matí;12;No és causa del  vianant;Turisme;Dona;34;Conductor;Presentat;Ferit lleu: Amb assistència sanitària en lloc d'accident;428970.85 ;4581553.16;214.941;41.380.523
2018S002677    ;5;Sarrià-Sant Gervasi;25;Sant Gervasi - la Bonanova;72001;Castanyer / Buscarons                             ;;Diumenge;Dg;Laboral;2018;4;Abril;8;Tarda;14;No és causa del  vianant;Motocicleta;Dona;28;Conductor;Presentat;Ferit lleu: Hospitalització fins a 24h;428027.99 ;4584509.27;2.137.784;41.407.064
2018S002678    ;10;Sant Martí;66;el Parc i la Llacuna del Poblenou;270901;Pujades / Meridiana                               ;;Diumenge;Dg;Laboral;2018;4;Abril;8;Tarda;16;No és causa del  vianant;Motocicleta;Home;41;Conductor;Presentat;Ferit lleu: Amb assistència sanitària en lloc d'accident;432113.66 ;4582742.38;2.186.859;41.391.505
2018S002679    ;10;Sant Martí;64;el Camp de l'Arpa del Clot;191204;Mallorca / Muntanya                               ;;Diumenge;Dg;Laboral;2018;4;Abril;8;Nit;22;No és causa del  vianant;Motocicleta;Home;31;Conductor;Presentat;Ferit lleu: Hospitalització fins a 24h;432063.17 ;4584957.21;2.186.007;41.411.449
2018S002680    ;3;Sants-Montjuïc;18;Sants;312400;Sants / Gaiarre                                   ;;Diumenge;Dg;Laboral;2018;4;Abril;8;Nit;22;No és causa del  vianant;Ciclomotor;Home;33;Conductor;Presentat;Ferit lleu: Hospitalització fins a 24h;428168.05 ;4580982.55;2.139.878;41.375.312
2018S002681    ;2;Eixample;10;Sant Antoni;169409;Corts Catalanes / Calàbria                        ;;Diumenge;Dg;Laboral;2018;4;Abril;8;Tarda;21;Desobeir el senyal del semàfor;Taxi;Home;15;Vianant;Desconegut;Ferit lleu: Hospitalització fins a 24h;429450.52 ;4581444.1 ;2.155.159;41.379.583
2018S002682    ;7;Horta-Guinardó;39;Sant Genís dels Agudells;226604;Samaria / Natzaret                                ;;Dilluns;Dl;Laboral;2018;4;Abril;9;Nit;0;No és causa del  vianant;Ciclomotor;Dona;22;Conductor;Presentat;Ferit lleu: Amb assistència sanitària en lloc d'accident;428136.46 ;4586273.59;2.138.872;41.422.964
2018S002682    ;7;Horta-Guinardó;39;Sant Genís dels Agudells;226604;Samaria / Natzaret                                ;;Dilluns;Dl;Laboral;2018;4;Abril;9;Nit;0;No és causa del  vianant;Ciclomotor;Dona;24;Passatger;Desconegut;Ferit lleu: Amb assistència sanitària en lloc d'accident;428136.46 ;4586273.59;2.138.872;41.422.964
2018S002683    ;8;Nou Barris;52;la Prosperitat;229409;Conveni / Arítjols                                ;;Diumenge;Dg;Laboral;2018;4;Abril;8;Tarda;21;Desobeir altres senyals;Turisme;Home;16;Vianant;Desconegut;Ferit lleu: Hospitalització fins a 24h;431871.22 ;4588536.57;2.183.306;41.443.671
2018S002685    ;5;Sarrià-Sant Gervasi;27;el Putxet i el Farró;306408;General Mitre                                     ;216;Dijous;Dj;Laboral;2018;4;Abril;5;Tarda;19;No és causa del  vianant;Motocicleta;Dona;50;Conductor;Presentat;Ferit lleu: Hospitalització fins a 24h;428757.36 ;4584339.01;2.146.529;41.405.595
2018S002686    ;2;Eixample;8;l'Antiga Esquerra de l'Eixample;363809;París / Villarroel                                ;;Dilluns;Dl;Laboral;2018;4;Abril;9;Matí;6;No és causa del  vianant;Motocicleta;Home;42;Conductor;Presentat;Ferit greu: hospitalització superior a 24h;428983.64 ;4582689.63;214.943;4.139.076
2018S002687    ;7;Horta-Guinardó;41;la Vall d'Hebron;701311;Vall d'Hebron / Granja Vella                      ;;Dilluns;Dl;Laboral;2018;4;Abril;9;Matí;7;No és causa del  vianant;Motocicleta;Dona;52;Conductor;Presentat;Ferit lleu: Hospitalització fins a 24h;428532.81 ;4586759.65;2.143.557;41.427.377
2018S002688    ;10;Sant Martí;70;el Besòs i el Maresme;701266;B-10 (Llobregat)                                  ;K57       ;Dilluns;Dl;Laboral;2018;4;Abril;9;Matí;8;No és causa del  vianant;Motocicleta;Home;38;Conductor;Presentat;Ferit lleu: Hospitalització fins a 24h;434931.96 ;4584554.15;2.220.372;41.408.057
2018S002689    ;10;Sant Martí;71;Provençals del Poblenou;30409;Bac de Roda                                       ;131-133   ;Dilluns;Dl;Laboral;2018;4;Abril;9;Matí;8;No és causa del  vianant;Bicicleta;Home;17;Conductor;Presentat;Ferit lleu: Hospitalització fins a 24h;433310.21 ;4584743.17;220.095;41.409.626
2018S002690    ;2;Eixample;7;la Dreta de l'Eixample;18505;Aragó                                             ;265;Dilluns;Dl;Laboral;2018;4;Abril;9;Matí;9;No és causa del  vianant;Motocicleta;Dona;48;Conductor;Presentat;Ferit lleu: Amb assistència sanitària en lloc d'accident;430313.33 ;4582891.5 ;216.531;41.392.694
2018S002691    ;4;Les Corts;19;les Corts;142708;Gelabert                                          ;8;Dilluns;Dl;Laboral;2018;4;Abril;9;Matí;9;No és causa del  vianant;Motocicleta;Home;38;Conductor;Presentat;Ferit lleu: Hospitalització fins a 24h;428311.81 ;4582346.39;2.141.435;41.387.609
2018S002692    ;10;Sant Martí;71;Provençals del Poblenou;701414;Corts Catalanes / Selva de Mar                    ;;Dilluns;Dl;Laboral;2018;4;Abril;9;Matí;11;No és causa del  vianant;Taxi;Dona;24;Vianant;Desconegut;Ferit lleu: Amb assistència sanitària en lloc d'accident;433372.35 ;4585277.86;2.201.634;41.414.447
2018S002693    ;1;Ciutat Vella;3;la Barceloneta;254100;Pau Vila                                          ;1-may;Dilluns;Dl;Laboral;2018;4;Abril;9;Matí;10;No és causa del  vianant;Veh. mobilitat personal amb motor;Home;34;Conductor;Presentat;Ferit lleu: Amb assistència sanitària en lloc d'accident;432011.1  ;4581588.36;2.185.762;41.381.103
2018S002694    ;2;Eixample;8;l'Antiga Esquerra de l'Eixample;70607;Casanova / Còrsega                                ;;Dilluns;Dl;Laboral;2018;4;Abril;9;Matí;11;Desobeir el senyal del semàfor;Motocicleta;Home;29;Conductor;Presentat;Ferit lleu: Rebutja assistència sanitària;429170.51 ;4582688.11;2.151.665;41.390.763
2018S002694    ;2;Eixample;8;l'Antiga Esquerra de l'Eixample;70607;Casanova / Còrsega                                ;;Dilluns;Dl;Laboral;2018;4;Abril;9;Matí;11;Desobeir el senyal del semàfor;Motocicleta;Home;68;Vianant;Desconegut;Ferit lleu: Hospitalització fins a 24h;429170.51 ;4582688.11;2.151.665;41.390.763
2018S002695    ;2;Eixample;7;la Dreta de l'Eixample;100800;Consell de Cent                                   ;369;Dilluns;Dl;Laboral;2018;4;Abril;9;Matí;12;No és causa del  vianant;Ciclomotor;Dona;46;Conductor;Presentat;Ferit lleu: Amb assistència sanitària en lloc d'accident;430563.08 ;4582942.96;2.168.291;41.393.179
2018S002696    ;5;Sarrià-Sant Gervasi;24;les Tres Torres;288805;General Mitre                                     ;76X       ;Dilluns;Dl;Laboral;2018;4;Abril;9;Matí;11;No és causa del  vianant;Motocicleta;Home;28;Conductor;Presentat;Ferit lleu: Hospitalització fins a 24h;427680.4  ;4583578.07;2.133.737;41.398.645
2018S002697    ;4;Les Corts;20;la Maternitat i Sant Ramon;38604;Madrid / Benavent                                 ;;Dilluns;Dl;Laboral;2018;4;Abril;9;Matí;11;No és causa del  vianant;Autobús;Dona;Desconegut;Passatger;Desconegut;Ferit lleu: Hospitalització fins a 24h;426988.51 ;4581237.65;2.125.743;41.377.504
2018S002698    ;3;Sants-Montjuïc;18;Sants;348703;Sants                                             ;85-87     ;Dilluns;Dl;Laboral;2018;4;Abril;9;Matí;13;No és causa del  vianant;Motocicleta;Home;57;Conductor;Presentat;Ferit lleu: Hospitalització fins a 24h;427873.04 ;4580981.81;2.136.351;41.375.279
2018S002699    ;1;Ciutat Vella;1;el Raval;28203;Sant Pau                                          ;52;Dilluns;Dl;Laboral;2018;4;Abril;9;Matí;12;Altres;Motocicleta;Dona;39;Passatger;Desconegut;Ferit lleu: Hospitalització fins a 24h;430266.64 ;4581206.15;2.164.945;41.377.511
2018S002699    ;1;Ciutat Vella;1;el Raval;28203;Sant Pau                                          ;;Dilluns;Dl;Laboral;2018;4;Abril;9;Matí;12;Altres;Motocicleta;Dona;40;Conductor;Presentat;Ferit lleu: Hospitalització fins a 24h;430266.64 ;4581206.15;2.164.945;41.377.511
2018S002700    ;8;Nou Barris;48;la Guineueta;-1;Fabra i Puig / Vilalba dels Arcs                  ;;Dilluns;Dl;Laboral;2018;4;Abril;9;Matí;12;Desobeir el senyal del semàfor;Turisme;Dona;77;Vianant;Desconegut;Ferit lleu: Hospitalització fins a 24h;430463.78 ;4587861.19;2.166.537;41.437.468
2018S002701    ;4;Les Corts;19;les Corts;180900;Josep Tarradellas                                 ;155;Dilluns;Dl;Laboral;2018;4;Abril;9;Matí;13;No és causa del  vianant;Motocicleta;Home;28;Conductor;Presentat;Ferit lleu: Amb assistència sanitària en lloc d'accident;428508.06 ;4582799.41;2.143.729;41.391.706
2018S002702    ;9;Sant Andreu;62;el Congrés i els Indians;204907;Maragall                                          ;112;Dilluns;Dl;Laboral;2018;4;Abril;9;Matí;13;Creuar per fora pas de vianants;Bicicleta;Home;60;Vianant;Desconegut;Ferit lleu: Hospitalització fins a 24h;431587.38 ;4586046.2 ;2.180.191;41.421.217
2018S002705    ;9;Sant Andreu;63;Navas;367300;Sant Antoni Maria Claret / Espronceda             ;;Dilluns;Dl;Laboral;2018;4;Abril;9;Tarda;16;No és causa del  vianant;Autobús;Dona;37;Passatger;Desconegut;Ferit lleu: Hospitalització fins a 24h;432043.72 ;4585865.52;2.185.672;41.419.629
2018S002705    ;9;Sant Andreu;63;Navas;367300;Sant Antoni Maria Claret / Espronceda             ;;Dilluns;Dl;Laboral;2018;4;Abril;9;Tarda;16;No és causa del  vianant;Autobús;Dona;43;Passatger;Desconegut;Ferit lleu: Hospitalització fins a 24h;432043.72 ;4585865.52;2.185.672;41.419.629
2018S002705    ;9;Sant Andreu;63;Navas;367300;Sant Antoni Maria Claret / Espronceda             ;;Dilluns;Dl;Laboral;2018;4;Abril;9;Tarda;16;No és causa del  vianant;Autobús;Dona;57;Passatger;Desconegut;Ferit lleu: Hospitalització fins a 24h;432043.72 ;4585865.52;2.185.672;41.419.629
2018S002705    ;9;Sant Andreu;63;Navas;367300;Sant Antoni Maria Claret / Espronceda             ;;Dilluns;Dl;Laboral;2018;4;Abril;9;Tarda;16;No és causa del  vianant;Autobús;Home;64;Passatger;Desconegut;Ferit lleu: Hospitalització fins a 24h;432043.72 ;4585865.52;2.185.672;41.419.629
2018S002707    ;4;Les Corts;19;les Corts;144601;Constança                                         ;20X       ;Dilluns;Dl;Laboral;2018;4;Abril;9;Tarda;17;No és causa del  vianant;Turisme;Home;2;Vianant;Desconegut;Ferit lleu: Hospitalització fins a 24h;427790.31 ;4582510.92;2.135.179;41.389.044
2018S002708    ;9;Sant Andreu;60;Sant Andreu;339101;Torras i Bages                                    ;112;Dilluns;Dl;Laboral;2018;4;Abril;9;Tarda;16;No és causa del  vianant;Motocicleta;Dona;40;Vianant;Desconegut;Ferit lleu: Hospitalització fins a 24h;432510.84 ;4588409.95;2.190.977;41.442.585
2018S002708    ;9;Sant Andreu;60;Sant Andreu;339101;Torras i Bages                                    ;;Dilluns;Dl;Laboral;2018;4;Abril;9;Tarda;16;No és causa del  vianant;Motocicleta;Dona;Desconegut;Vianant;Desconegut;Ferit lleu: Hospitalització fins a 24h;432510.84 ;4588409.95;2.190.977;41.442.585
2018S002708    ;9;Sant Andreu;60;Sant Andreu;339101;Torras i Bages                                    ;;Dilluns;Dl;Laboral;2018;4;Abril;9;Tarda;16;No és causa del  vianant;Motocicleta;Home;26;Conductor;Presentat;Ferit lleu: Amb assistència sanitària en lloc d'accident;432510.84 ;4588409.95;2.190.977;41.442.585
2018S002709    ;2;Eixample;5;el Fort Pienc;225500;Corts Catalanes                                   ;708;Dilluns;Dl;Laboral;2018;4;Abril;9;Tarda;14;No és causa del  vianant;Motocicleta;Home;59;Conductor;Presentat;Ferit lleu: Amb assistència sanitària en lloc d'accident;431269.03 ;4583184.91;2.176.707;41.395.419
2018S002710    ;9;Sant Andreu;60;Sant Andreu;227301;Fabra i Puig                                      ;54;Dilluns;Dl;Laboral;2018;4;Abril;9;Tarda;17;No és causa del  vianant;Motocicleta;Home;47;Conductor;Presentat;Ferit lleu: Hospitalització fins a 24h;432157.37 ;4587045.84;2.186.899;41.430.269
2018S002710    ;9;Sant Andreu;60;Sant Andreu;227301;Fabra i Puig                                      ;;Dilluns;Dl;Laboral;2018;4;Abril;9;Tarda;17;No és causa del  vianant;Motocicleta;Home;8;Vianant;Desconegut;Ferit lleu: Hospitalització fins a 24h;432157.37 ;4587045.84;2.186.899;41.430.269
2018S002711    ;2;Eixample;7;la Dreta de l'Eixample;49509;Bruc / Diputació                                  ;;Dilluns;Dl;Laboral;2018;4;Abril;9;Tarda;18;No és causa del  vianant;Motocicleta;Home;31;Conductor;Presentat;Ferit lleu: Hospitalització fins a 24h;430780.99 ;4582951.23;2.170.896;41.393.273
2018S002712    ;4;Les Corts;20;la Maternitat i Sant Ramon;179457;Diagonal                                          ;694-696   ;Dilluns;Dl;Laboral;2018;4;Abril;9;Tarda;19;No és causa del  vianant;Motocicleta;Home;65;Conductor;Presentat;Ferit lleu: Amb assistència sanitària en lloc d'accident;425819.56 ;4582083.33;2.111.662;41.385.013
2018S002713    ;2;Eixample;7;la Dreta de l'Eixample;289105;Bailèn / Provença                                 ;;Dilluns;Dl;Laboral;2018;4;Abril;9;Tarda;20;No és causa del  vianant;Bicicleta;Dona;60;Conductor;Presentat;Ferit lleu: Amb assistència sanitària en lloc d'accident;430503.69 ;4583618.92;2.167.503;41.399.263
2018S002713    ;2;Eixample;7;la Dreta de l'Eixample;289105;Bailèn / Provença                                 ;;Dilluns;Dl;Laboral;2018;4;Abril;9;Tarda;20;No és causa del  vianant;Motocicleta;Dona;37;Passatger;Desconegut;Ferit lleu: Amb assistència sanitària en lloc d'accident;430503.69 ;4583618.92;2.167.503;41.399.263
2018S002714    ;2;Eixample;7;la Dreta de l'Eixample;31300;València / Roger de Flor                          ;;Dilluns;Dl;Laboral;2018;4;Abril;9;Tarda;19;No és causa del  vianant;Motocicleta;Dona;29;Passatger;Desconegut;Ferit lleu: Amb assistència sanitària en lloc d'accident;430883.1  ;4583614.29;2.172.042;41.399.254
2018S002715    ;2;Eixample;8;l'Antiga Esquerra de l'Eixample;191204;Mallorca                                          ;179;Dilluns;Dl;Laboral;2018;4;Abril;9;Tarda;19;No és causa del  vianant;Motocicleta;Home;31;Conductor;Presentat;Ferit lleu: Amb assistència sanitària en lloc d'accident;429561.14 ;4582521.71;2.156.356;41.389.298
2018S002716    ;2;Eixample;7;la Dreta de l'Eixample;207905;Roger de Llúria                                   ;57;Dilluns;Dl;Laboral;2018;4;Abril;9;Tarda;19;No és causa del  vianant;Motocicleta;Home;33;Conductor;Presentat;Ferit lleu: Rebutja assistència sanitària;430536.95 ;4582995.74;2.167.972;41.393.653
2018S002717    ;2;Eixample;8;l'Antiga Esquerra de l'Eixample;23403;Aribau / Provença                                 ;;Dilluns;Dl;Laboral;2018;4;Abril;9;Tarda;20;No és causa del  vianant;Motocicleta;Home;61;Conductor;Presentat;Ferit lleu: Hospitalització fins a 24h;429551.72 ;4582681.47;2.156.225;41.390.736
2018S002718    ;4;Les Corts;21;Pedralbes;62507;Carles III / Mejía Lequerica                      ;;Dilluns;Dl;Laboral;2018;4;Abril;9;Tarda;19;No és causa del  vianant;Motocicleta;Home;44;Conductor;Presentat;Ferit lleu: Hospitalització fins a 24h;427133.55 ;4582038.85;2.127.381;41.384.733
2018S002719    ;2;Eixample;7;la Dreta de l'Eixample;18505;Aragó / Roger de Flor                             ;;Dimarts;Dm;Laboral;2018;4;Abril;10;Matí;6;No és causa del  vianant;Motocicleta;Home;42;Conductor;Presentat;Ferit lleu: Hospitalització fins a 24h;430977.58 ;4583518.03;2.173.183;41.398.395
2018S002720    ;8;Nou Barris;50;les Roquetes;58306;Dalt (Llobregat)                                  ;E2        ;Dimarts;Dm;Laboral;2018;4;Abril;10;Matí;6;No és causa del  vianant;Motocicleta;Dona;39;Conductor;Presentat;Ferit lleu: Hospitalització fins a 24h;431275.63 ;4588731.92;2.176.155;4.144.538
2018S002721    ;2;Eixample;7;la Dreta de l'Eixample;18505;Aragó                                             ;278;Dimarts;Dm;Laboral;2018;4;Abril;10;Matí;7;No és causa del  vianant;Turisme;Home;49;Conductor;Presentat;Ferit lleu: Amb assistència sanitària en lloc d'accident;430328.62 ;4582861.84;2.165.496;41.392.429
2018S002722    ;10;Sant Martí;71;Provençals del Poblenou;249304;Pere IV / Agricultura                             ;;Dilluns;Dl;Laboral;2018;4;Abril;9;Matí;13;No és causa del  vianant;Motocicleta;Dona;27;Conductor;Presentat;Ferit lleu: Hospitalització fins a 24h;433771.94 ;4585250.34;2.206.418;41.414.232
2018S002723    ;5;Sarrià-Sant Gervasi;27;el Putxet i el Farró;174704;General Mitre / Saragossa                         ;;Dimarts;Dm;Laboral;2018;4;Abril;10;Matí;8;No és causa del  vianant;Motocicleta;Dona;36;Conductor;Presentat;Ferit lleu: Hospitalització fins a 24h;428559.02 ;4584322.86;2.144.159;41.405.432
2018S002723    ;5;Sarrià-Sant Gervasi;27;el Putxet i el Farró;174704;General Mitre / Saragossa                         ;;Dimarts;Dm;Laboral;2018;4;Abril;10;Matí;8;No és causa del  vianant;Motocicleta;Home;38;Conductor;Presentat;Ferit lleu: Hospitalització fins a 24h;428559.02 ;4584322.86;2.144.159;41.405.432
2018S002724    ;8;Nou Barris;51;Verdun;261900;Legazpi                                           ;8;Dimarts;Dm;Laboral;2018;4;Abril;10;Matí;6;Creuar per fora pas de vianants;Ciclomotor;Home;20;Vianant;Desconegut;Ferit lleu: Hospitalització fins a 24h;431087.14 ;4588235.04;2.173.956;41.440.889
2018S002725    ;2;Eixample;9;la Nova Esquerra de l'Eixample;268003;Provença                                          ;84-86     ;Dimarts;Dm;Laboral;2018;4;Abril;10;Matí;9;No és causa del  vianant;Bicicleta;Home;26;Conductor;Presentat;Ferit lleu: Amb assistència sanitària en lloc d'accident;428838.99 ;4581970.42;2.147.784;41.384.269
2018S002726    ;2;Eixample;7;la Dreta de l'Eixample;335100;Sant Joan / Diputació                             ;;Dimarts;Dm;Laboral;2018;4;Abril;10;Matí;11;No és causa del  vianant;Motocicleta;Home;61;Conductor;Presentat;Ferit lleu: Hospitalització fins a 24h;431068.55 ;4583231.96;2.174.304;41.395.826
2018S002727    ;2;Eixample;7;la Dreta de l'Eixample;31300;Bailèn                                            ;165-167   ;Dimarts;Dm;Laboral;2018;4;Abril;10;Matí;10;No és causa del  vianant;Motocicleta;Home;18;Passatger;Desconegut;Ferit lleu: Hospitalització fins a 24h;430353.89 ;4583756.83;2.165.695;41.400.492
2018S002727    ;2;Eixample;7;la Dreta de l'Eixample;31300;Bailèn                                            ;;Dimarts;Dm;Laboral;2018;4;Abril;10;Matí;10;No és causa del  vianant;Motocicleta;Home;29;Conductor;Presentat;Ferit lleu: Hospitalització fins a 24h;430353.89 ;4583756.83;2.165.695;41.400.492
2018S002728    ;7;Horta-Guinardó;43;Horta;349808;Feliu i Codina / Hedilla                          ;;Dimarts;Dm;Laboral;2018;4;Abril;10;Matí;11;No és causa del  vianant;Furgoneta;Dona;86;Vianant;Desconegut;Ferit lleu: Hospitalització fins a 24h;430112.32 ;4587618.17;2.162.359;41.435.248
2018S002729    ;10;Sant Martí;67;la Vila Olímpica del Poblenou;367504;Marina                                            ;44;Dimarts;Dm;Laboral;2018;4;Abril;10;Matí;9;No és causa del  vianant;Ciclomotor;Home;50;Conductor;Presentat;Ferit lleu: Amb assistència sanitària en lloc d'accident;432541.68 ;4582711.99;2.191.982;41.391.268
2018S002730    ;2;Eixample;7;la Dreta de l'Eixample;176801;Pau Claris / Corts Catalanes                      ;;Dimarts;Dm;Laboral;2018;4;Abril;10;Matí;10;Altres;Motocicleta;Home;34;Conductor;Presentat;Ferit lleu: Hospitalització fins a 24h;430694.58 ;4582659.98;2.169.896;41.390.642
2018S002731    ;2;Eixample;7;la Dreta de l'Eixample;169409;Corts Catalanes                                   ;585;Dimarts;Dm;Laboral;2018;4;Abril;10;Matí;12;No és causa del  vianant;Bicicleta;Dona;22;Conductor;Presentat;Ferit lleu: Hospitalització fins a 24h;430198.35 ;4582210.22;2.164.013;41.386.548
2018S002732    ;10;Sant Martí;64;el Camp de l'Arpa del Clot;161407;Indústria                                         ;209;Dimarts;Dm;Laboral;2018;4;Abril;10;Matí;11;No és causa del  vianant;Motocicleta;Home;29;Conductor;Presentat;Ferit lleu: Amb assistència sanitària en lloc d'accident;431314.7  ;4584991.14;2.177.048;41.411.691
2018S002733    ;5;Sarrià-Sant Gervasi;23;Sarrià;100901;Augusta / Bonanova                                ;;Dimarts;Dm;Laboral;2018;4;Abril;10;Matí;13;No és causa del  vianant;Motocicleta;Home;34;Conductor;Presentat;Ferit lleu: Amb assistència sanitària en lloc d'accident;426759.95 ;4583807.32;2.122.699;41.400.627
2018S002734    ;4;Les Corts;19;les Corts;330800;Reina Maria Cristina / Diagonal                   ;;Dimarts;Dm;Laboral;2018;4;Abril;10;Tarda;14;No és causa del  vianant;Motocicleta;Home;22;Conductor;Presentat;Ferit lleu: Hospitalització fins a 24h;427207;4582445.17;2.128.211;41.388.399
