Movie_Id,Year,Name,time,type,rate,votes
3225,1987.0,A Nightmare on Elm Street 3: Dream Warriors,96 min,movie,6.6,"67,019"
3226,1938.0,Bringing Up Baby,102 min,movie,7.9,"52,776"
3227,1989.0,Enemies,119 min,movie,6.6,"1,884"
3228,1990.0,Heart Condition,100 min,movie,5.6,"3,128"
3229,2002.0,Dinotopia,250 min,series,6.6,"5,345"
3230,1951.0,The Best of the Red Skelton Show,,,,
3231,1994.0,Picture Bride,94 min,movie,6.6,"1,037"
3232,1976.0,The Enforcer,96 min,movie,6.8,"39,646"
3233,1994.0,The Allman Brothers Band: Brothers of the Road,,,,
3234,2004.0,The Corporation: Bonus Material,,,,
3235,1979.0,The Real Andy Kaufman,,,,
3236,1989.0,976-Evil,,,,
3237,1996.0,Plump Fiction,,,,
3238,2000.0,Rage: 20 Years of Punk Rock,,,,
3239,2001.0,The Princess Diaries (Fullscreen),,,,
3240,1952.0,Bend of the River,91 min,movie,7.3,"7,332"
3241,1999.0,Suze Orman: The Courage to be Rich,75 min,movie,4.6,9
3242,1998.0,Like It Is,97 min,movie,6.4,"1,645"
3243,2000.0,Mermaid,94 min,movie,6.8,534
3244,2003.0,Power Yoga Total Body with Rodney Yee,,,,
3245,1972.0,Avanti!,144 min,movie,7.2,"8,904"
3246,2004.0,Homeland Security,88 min,movie,4.4,390
3247,2005.0,The Looney Tunes Golden Collection: Vol. 3,,,,
3248,1946.0,Make Mine Music,75 min,movie,6.3,"3,448"
3249,2000.0,Race Against Time,90 min,movie,5.2,501
3250,2003.0,Truth Be Told,,,,
3251,2004.0,Avalanche: Nature Unleashed,,,,
3252,1990.0,C'est la Vie,110 min,movie,6.3,547
3253,1998.0,The Opposite of Sex,,,,
3254,2003.0,Daredevil,103 min,movie,5.3,"202,310"
3255,1999.0,The Velocity of Gary,,,,
3256,2003.0,Swimming Pool,102 min,movie,6.7,"40,454"
3257,1990.0,Takegami: Guardian of Darkness: War God,,,,
3258,2002.0,State Property,88 min,movie,4.5,"1,850"
3259,1959.0,Sleeping Beauty: Special Edition: Bonus Material,,,,
3260,1928.0,The Man Who Laughs,110 min,movie,7.7,"5,383"
3261,2000.0,The House on Sorority Row,,,,
3262,1997.0,Gray's Anatomy,,,,
3263,2004.0,Broadway: The Golden Age,,,,
3264,1993.0,Aspen Extreme,113 min,movie,6.0,"2,641"
3265,1990.0,The Grifters,110 min,movie,6.9,"24,308"
3266,1961.0,Dr. Seuss: Green Eggs and Ham and Other Favorites,,,,
3267,1994.0,Muriel's Wedding,106 min,movie,7.2,"33,520"
3268,1988.0,The Blob,95 min,movie,6.5,"30,090"
3269,1962.0,The Longest Day,178 min,movie,7.8,"50,468"
3270,1993.0,Where the Rivers Flow North,106 min,movie,6.7,432
3271,2004.0,Schizo,86 min,movie,7.0,959
3272,1988.0,Everybody's All American,127 min,movie,6.2,"2,788"
3273,1984.0,Doctor Who: Resurrection of the Daleks,,,,
3274,1998.0,Half Baked,82 min,movie,6.7,"56,364"
3275,2002.0,Simone,,,,
3276,1987.0,Cry Freedom,157 min,movie,7.4,"11,941"
3277,2003.0,The Best of Ground Force: Garden Rescues,,,,
3278,1993.0,The Best of the Blues Brothers,,,,
3279,1967.0,Charlie the Lonesome Cougar,75 min,movie,6.9,761
3280,2003.0,Return to the Bat Cave: The Misadventures of Adam and Burt,,,,
3281,2002.0,Larryboy: Leggo My Ego,,,,
3282,2004.0,Sideways,127 min,movie,7.5,"174,024"
3283,1994.0,Cadfael: Monk's Hood,,,,
3284,1998.0,Last Breath,,,,
3285,1986.0,Flight of the Navigator,90 min,movie,6.9,"42,322"
3286,2003.0,Tsui Hark's Vampire Hunters,,,,
3287,2003.0,Terminator 3: Rise of the Machines: Bonus Material,,,,
3288,1978.0,Wonder Woman: Season 3,,,,
3289,2001.0,My Louisiana Sky,98 min,movie,6.9,617
3290,1974.0,The Godfather,202 min,movie,9.0,"1,072,495"
3291,2004.0,Howard Zinn: You Can't Be Neutral on a Moving Train,78 min,movie,7.4,752
3292,1956.0,The Great Locomotive Chase,85 min,movie,6.9,980
3293,2002.0,Waydowntown,,,,
3294,2001.0,Alice Cooper: The Alice Cooper Story,,,,
3295,1988.0,Action Jackson,96 min,movie,5.5,"9,653"
3296,2004.0,Once Upon a Time,,movie,,
3297,2000.0,King of the Cage: Knockout Nightmare,,,,
3298,2000.0,Baller Blockin,54 min,movie,4.7,301
3299,1991.0,Clarissa Explains It All: Season 1,,,,
3300,1993.0,Suraj Ka Satwan Ghoda,,,,
3301,1994.0,Burnt by the Sun,135 min,movie,7.9,"13,702"
3302,1989.0,Speaking Parts,93 min,movie,6.7,"1,201"
3303,1992.0,Reservoir Dogs: Bonus Material,,,,
3304,1970.0,Taste the Blood of Dracula,91 min,movie,6.4,"4,920"
3305,1963.0,Son of Flubber,100 min,movie,6.1,"2,548"
3306,1990.0,Bad Influence,99 min,movie,6.2,"6,998"
3307,2003.0,Big Brother 4,,,,
3308,1997.0,Treasure Island,91 min,movie,7.1,56
3309,2001.0,The Pledge,124 min,movie,6.8,"51,784"
3310,1984.0,All of Me,93 min,movie,6.6,"15,836"
3311,2002.0,Vampire Clan,87 min,movie,4.2,811
3312,2001.0,Original Sin,116 min,movie,6.1,"52,129"
3313,1999.0,The Substitute/The Substitute 3,,,,
3314,1989.0,Mighty Quinn,98 min,movie,6.0,"4,778"
3315,1941.0,The Maltese Falcon,100 min,movie,8.0,"144,401"
3316,2002.0,Bartleby,,,,
3317,1983.0,Lianna,110 min,movie,6.7,"1,493"
3318,1991.0,Ozzy Osbourne: Don't Blame Me,96 min,movie,7.9,165
3319,1990.0,Sorority House Massacre II,77 min,movie,4.9,"1,780"
3320,2002.0,About a Boy,101 min,movie,7.0,"166,585"
3321,1999.0,In Dreams,100 min,movie,5.5,"12,007"
3322,1959.0,The Mysterians,,,,
3323,2003.0,Family Business: Season 1,,,,
3324,2000.0,Scooby-Doo's Original Mysteries,,,,
3325,1998.0,Devil in the Flesh,99 min,movie,5.3,"2,318"
3326,1996.0,Chain Reaction,107 min,movie,5.7,"46,491"
3327,1998.0,The Unreal Story of Pro Wrestling,,,,
3328,2001.0,Bears: IMAX,,,,
3329,1991.0,INXS: Live Baby Live,94 min,movie,8.5,190
3330,2002.0,The Secret Life of the Brain,300 min,series,7.8,53
3331,1971.0,Bananas,82 min,movie,7.0,"32,848"
3332,1997.0,Spike and Mike's Sick & Twisted Festival of Animation,,,,
3333,2004.0,The Village,108 min,movie,6.5,"235,251"
3334,1999.0,My Son the Fanatic,,,,
3335,1990.0,The Tall Guy,,,,
3336,2000.0,Psycho Beach Party,95 min,movie,6.2,"5,325"
3337,2004.0,Monster Island,120 min,movie,3.4,"1,007"
3338,2004.0,Very Best of Cher: The Video Hits Collection,60 min,movie,8.2,96
3339,1950.0,Love Happy,,,,
3340,2004.0,Black Cloud,97 min,movie,6.1,469
3341,1975.0,The Legend of Boggy Creek,,,,
3342,1973.0,The Day of the Jackal,143 min,movie,7.8,"35,655"
3343,1999.0,Leprechaun 5: In the Hood,,,,
3344,1998.0,Rear Window,89 min,movie,5.6,"3,648"
3345,2004.0,Mezzo,,,,
3346,1942.0,Bambi: Platinum Edition: Bonus Material,,,,
3347,2003.0,Honey,94 min,movie,5.4,"42,136"
3348,2001.0,George Carlin: Complaints and Grievances,,,,
3349,1991.0,Carmen: Bizet: Covent Garden,,,,
3350,2000.0,Reindeer Games,104 min,movie,5.8,"36,470"
3351,1987.0,Gospel According to Al Green,,,,
3352,2001.0,The Living Edens: The Lost World: Venezuela's Ancient Tepuis,,,,
3353,1999.0,Midnight Panther,,,,
3354,1991.0,Mystery Science Theater 3000: Santa Claus Conquers the Martians,,,,
3355,1997.0,The Ice Storm,112 min,movie,7.4,"51,771"
3356,1940.0,The Howards of Virginia,116 min,movie,6.1,862
3357,2002.0,Fear of the Dark,,,,
3358,1983.0,Faerie Tale Theatre: Snow White and the Seven Dwarfs,,,,
3359,2005.0,Sam Kinison: Outlaws of Comedy,,,,
3360,1946.0,Wanted for Murder,,,,
3361,2002.0,Hairdo U,,movie,3.0,41
3362,2003.0,Sakura Wars TV,,,,
3363,1995.0,Grim,86 min,movie,2.1,874
3364,1998.0,The Parent Trap,128 min,movie,6.5,"113,795"
3365,1996.0,National Geographic: Nature's Fury,,,,
3366,1945.0,Film Noir Collection: Scarlet Street,,,,
3367,2001.0,The Last Kiss,115 min,movie,6.9,"7,482"
3368,2000.0,The Family Man,125 min,movie,6.8,"100,083"
3369,1939.0,The Little Princess,93 min,movie,7.2,"5,263"
3370,1991.0,Murder in New Hampshire,100 min,movie,5.9,399
3371,2003.0,Whale Rider,60 min,movie,7.0,40
3372,1996.0,Two Much,,,,
3373,1948.0,La Terra Trema,160 min,movie,7.8,"3,952"
3374,2000.0,Madadayo,,,,
3375,1987.0,Extreme Prejudice,104 min,movie,6.7,"5,812"
3376,1958.0,The Vikings,116 min,movie,7.1,"12,132"
3377,2004.0,Unsolved History: Jack the Ripper,,,,
3378,1999.0,Southpaw,77 min,movie,6.7,106
3379,1995.0,Strange Days,145 min,movie,7.2,"64,927"
3380,2000.0,Possible Loves,,,,
3381,1988.0,Degrassi Junior High: Season 3,,,,
3382,1999.0,The Mission,84 min,movie,7.5,"4,717"
3383,1963.0,My Favorite Martian: Season 1,,,,
3384,1986.0,Shaka Zulu,300 min,series,7.7,"2,798"
3385,2002.0,28 Days Later,113 min,movie,7.6,"363,892"
3386,2000.0,Blacktop,100 min,movie,4.8,513
3387,1916.0,Intolerance,197 min,movie,7.8,"13,170"
3388,2000.0,Company Man,86 min,movie,5.4,"1,937"
3389,1972.0,Lone Wolf and Cub: Sword of Vengeance,84 min,movie,7.8,"6,483"
3390,1995.0,Slayers DVD Collection,,,,
3391,2003.0,Where the Red Fern Grows,86 min,movie,6.4,"1,003"
3392,1973.0,Baba Yaga,91 min,movie,5.8,"1,453"
3393,1979.0,Tourist Trap,90 min,movie,6.2,"7,471"
3394,1989.0,Saved by the Bell: Season 1,,,,
3395,2005.0,Queer Eye for the Straight Guy: Carson's Style,,,,
3396,1995.0,R.E.M.: Parallel,70 min,movie,7.4,130
3397,1985.0,Once Bitten,94 min,movie,5.5,"12,724"
3398,1979.0,The Apple Dumpling Gang Rides Again,88 min,movie,6.1,"2,270"
3399,1970.0,The Meatrack / Sticks and Stones: Double Feature,,,,
3400,1953.0,James Dean Era,,,,
3401,1987.0,The Whales of August,90 min,movie,7.3,"4,099"
3402,1978.0,The Incredible Hulk: The TV Series Ultimate Collection,,,,
3403,1960.0,Exodus,208 min,movie,6.7,"8,326"
3404,2000.0,Not One Less,,,,
3405,2002.0,The Dead Zone: Season 2,,,,
3406,2002.0,Our America,95 min,movie,7.1,247
3407,1989.0,Jasper Johns: Ideas in Paint,,,,
3408,1998.0,High Art,101 min,movie,6.6,"9,545"
3409,1998.0,The Grand: Series Two,,,,
3410,2001.0,Shadow Magic,,,,
3411,2004.0,Everyone,90 min,movie,6.0,488
3412,2003.0,The Tao of Skateboarding,,,,
3413,1961.0,Victim,90 min,movie,7.7,"4,674"
3414,1995.0,Pocahontas,81 min,movie,6.7,"160,918"
3415,2003.0,Chori Chori,135 min,movie,4.8,779
3416,1987.0,Masters of the Universe,106 min,movie,5.4,"35,462"
3417,1974.0,General Idi Amin Dada,92 min,movie,7.4,"1,565"
3418,1993.0,Sister Act 2: Back in the Habit,107 min,movie,5.6,"46,622"
3419,1935.0,The Three Stooges: Three Stooges in History,,,,
3420,1992.0,Thunderheart,119 min,movie,6.8,"13,334"
3421,1982.0,The Return of Martin Guerre,122 min,movie,7.4,"3,813"
3422,2001.0,Cinderella II,,,,
3423,1968.0,Where Eagles Dare,158 min,movie,7.7,"49,280"
3424,2001.0,The Pool,92 min,movie,4.4,"2,674"
3425,1990.0,GoodFellas: Special Edition: Bonus Material,,,,
3426,1938.0,Flash Gordon's Trip to Mars,299 min,movie,7.4,681
3427,2002.0,Men in Black II,88 min,movie,6.2,"332,078"
3428,2004.0,Warren Miller: Bloopers,,,,
3429,1996.0,Goodbye South,116 min,movie,7.2,"1,383"
3430,2005.0,Tenjho Tenge,48 min,movie,7.5,6
3431,2001.0,Green Day: International Supervideos!,60 min,movie,8.6,252
3432,1964.0,The Moon-Spinners,118 min,movie,6.7,"1,999"
3433,1992.0,Forever Young,102 min,movie,6.3,"42,905"
3434,2002.0,The Mothman Prophecies,119 min,movie,6.4,"73,030"
3435,2000.0,The House of Seven Corpses,,,,
3436,1976.0,Embryo,104 min,movie,5.1,"1,217"
3437,1994.0,The Stand,361 min,series,7.2,"30,624"
3438,1997.0,Sharpe 12: Sharpe's Revenge,,,,
3439,1986.0,Tampopo,87 min,movie,7.4,11
3440,1970.0,Hi,87 min,movie,6.2,"3,906"
3441,2005.0,Kicking & Screaming,95 min,movie,5.6,"34,653"
3442,2002.0,Samurai Jack: Season 2,,,,
3443,1976.0,Stay Hungry,102 min,movie,5.6,"3,748"
3444,2004.0,Family Guy: Freakin' Sweet Collection,,,,
3445,2002.0,Chopin: Desire for Love,,,,
3446,2002.0,Spirited Away,,,,
3447,1997.0,Face the Evil,,,,
3448,1969.0,How to Commit Marriage,95 min,movie,5.5,355
3449,2003.0,Grand Theft Parsons,88 min,movie,6.0,"3,273"
3450,2003.0,WWE: Survivor Series 2004,,,,
3451,1990.0,State of Grace,134 min,movie,7.2,"20,003"
3452,2004.0,Goosebumps: The Haunted Mask II,,,,
3453,1934.0,The Man Who Knew Too Much,75 min,movie,6.8,"15,896"
3454,2004.0,Kenny Chesney: Greatest Hits,,,,
3455,2002.0,Time Changer,95 min,movie,5.2,"2,170"
3456,2004.0,Lost: Season 1,,,,
3457,1920.0,Slapstick Symposium: The Harold Lloyd Collection,,,,
3458,1994.0,Mute Witness,,,,
3459,2000.0,Look in My Shorts,,,,
3460,1978.0,Deathsport,82 min,movie,3.8,"1,234"
3461,2001.0,The Iron Ladies,,,,
3462,2002.0,Bliss: Season 1,,,,
3463,1999.0,10 Things I Hate About You,97 min,movie,7.3,"283,945"
3464,2004.0,Stateside,97 min,movie,6.0,"1,754"
3465,1965.0,Die Monster Die!,,,,
3466,2001.0,Spy Kids,88 min,movie,5.5,"104,558"
3467,1990.0,Shrimp on the Barbie,90 min,movie,5.6,"1,036"
3468,1997.0,Music for Montserrat,,movie,8.4,103
3469,1955.0,The Night of the Hunter,92 min,movie,8.0,"78,095"
3470,1978.0,Big Wednesday,120 min,movie,7.2,"5,689"
3471,1964.0,Spider Baby,,,,
3472,2000.0,You're Invited to Mary-Kate and Ashley's School Dance Party,,,,
3473,1965.0,Shakespeare Wallah,120 min,movie,6.8,585
3474,1982.0,Lonely Hearts,106 min,movie,7.0,275
3475,1999.0,Batman Beyond: The Movie,132 min,movie,7.8,"5,080"
3476,2002.0,Strawberry Shortcake: Meet Strawberry Shortcake,,,,
3477,1997.0,Off the Menu: The Last Days of Chasens,,,,
3478,1993.0,The Man Without a Face,115 min,movie,6.7,"26,777"
3479,2002.0,Deceived,95 min,movie,4.1,285
3480,1990.0,Narrow Margin,97 min,movie,6.6,"7,132"
3481,1999.0,Ravenous,101 min,movie,7.0,"35,351"
3482,2001.0,Nero Wolfe: Season 1,,,,
3483,1999.0,Soft Hearts,,,,
3484,1999.0,A Texas Funeral,98 min,movie,6.4,610
3485,1978.0,Dracula: The Satanic Rites,,,,
3486,1999.0,The Source,88 min,movie,7.5,697
3487,1963.0,The Twilight Zone: Vol. 16,,,,
3488,2002.0,Dark Heaven,87 min,movie,2.8,206
3489,1981.0,Time Bandits,110 min,movie,7.0,"55,917"
3490,1997.0,Retroactive,91 min,movie,6.2,"5,499"
3491,2001.0,National Geographic: Beyond the Movie: The Lord of the Rings,60 min,movie,7.8,8
3492,1993.0,Map of the Human Heart,,,,
3493,1987.0,Radio Bikini,,,,
3494,1949.0,The Inspector General,102 min,movie,6.8,"2,899"
3495,1993.0,Batman: Mask of the Phantasm,76 min,movie,7.8,"40,571"
3496,1998.0,Vampires,108 min,movie,6.2,"50,640"
3497,1979.0,The Scarlet Letter,60 min,series,5.9,276
3498,1963.0,Combat! Season 2: Mission 1,,,,
3499,1998.0,Gundam Movie III,,,,
3500,2000.0,Drunken Master,,,,
3501,2000.0,Mailer on Mailer,,,,
3502,2001.0,Shania Twain: The Specials,,,,
3503,1991.0,The Very Best of the Ed Sullivan Show: Vol. 2: The Greatest Entertainers,,,,
3504,1986.0,Demons 2,88 min,movie,6.0,"8,380"
3505,2001.0,Freddy Got Fingered,87 min,movie,4.6,"44,948"
3506,2002.0,24 Hour Party People,117 min,movie,7.3,"31,776"
3507,1993.0,Extreme Justice,96 min,movie,5.5,"1,065"
3508,1990.0,Die Fledermaus: Strauss: Royal Opera,,,,
3509,2002.0,U2: Go Home: Live From Slane Castle,,,,
3510,1996.0,Hard Eight,101 min,movie,7.2,"38,311"
3511,1998.0,The Best of MusikLaden: Vols. 1 & 2,,,,
3512,1998.0,GTO: Great Teacher Onizuka: Set 1,,,,
3513,1963.0,Lilies of the Field,94 min,movie,7.6,"8,536"
3514,1998.0,Full Speed,,,,
3515,1991.0,Jungle Fever,132 min,movie,6.5,"16,030"
3516,2004.0,In the Face of Evil: Reagan's War in Word and Deed,110 min,movie,4.7,260
3517,1995.0,500 Nations,374 min,series,8.5,452
3518,2000.0,Eros Blockbuster Hits Vol. 2,,,,
3519,1997.0,Area 51,84 min,movie,5.9,207
3520,2003.0,The Incredible Mrs. Ritchie,102 min,movie,6.6,533
3521,2000.0,Coupling: Season 1,,,,
3522,2002.0,City by the Sea,108 min,movie,6.1,"23,698"
3523,1992.0,Star Trek: The Next Generation: Season 6,,,,
3524,1994.0,Pulp Fiction: Bonus Material,,,,
3525,2001.0,Replicant,100 min,movie,5.4,"13,298"
3526,1981.0,Halloween II,92 min,movie,6.5,"70,744"
3527,1952.0,Othello,,,,
3528,1995.0,The Outer Limits: The New Series: Death & Beyond,,,,
3529,1999.0,Twin Dragons,,,,
3530,1962.0,My Life to Live,,,,
3531,2002.0,Transformers Armada,30 min,series,7.0,"1,151"
3532,1993.0,Undercover Blues,90 min,movie,6.1,"7,265"
3533,2003.0,In This World,,,,
3534,1971.0,Death in Venice,130 min,movie,7.4,"17,301"
3535,1986.0,9 1/2 Weeks,,,,
3536,1970.0,Myra Breckenridge,,,,
3537,1975.0,Hand of Death,,,,
3538,1988.0,Beaches,123 min,movie,7.0,"22,279"
3539,2003.0,National Geographic: Inside Mecca,,,,
3540,1989.0,Solar Crisis,,,,
3541,1981.0,History of the World: Part 1,,,,
3542,1996.0,Beautiful Thing,90 min,movie,7.5,"21,907"
3543,1999.0,Noah's Ark,178 min,series,3.9,"1,775"
3544,1968.0,The Odd Couple,105 min,movie,7.7,"30,216"
3545,2003.0,Scourge of Worlds: A Dungeons and Dragons Adventure,,,,
3546,1967.0,Speed Racer,30 min,series,7.1,"2,265"
3547,2005.0,Arakimentari,,,,
3548,2001.0,The Rat Pack's Las Vegas,,,,
3549,1963.0,Night Tide,,,,
3550,2000.0,Labyrinth of Flames,60 min,movie,6.3,82
3551,1977.0,Pete's Dragon,128 min,movie,6.4,"21,340"
3552,1998.0,Dirt Merchant,,,,
3553,1959.0,The Great St. Louis Bank Robbery,,,,
3554,1924.0,The Last Laugh,90 min,movie,8.1,"11,657"
3555,2004.0,A Talking Picture,,,,
3556,2005.0,Seizing Me,,,,
3557,2000.0,Gun Shy,101 min,movie,5.7,"6,705"
3558,2000.0,Catherine Cookson's: The Secret,,,,
3559,2003.0,Cowboys & Angels,89 min,movie,6.8,"2,466"
3560,1992.0,The Mambo Kings,104 min,movie,6.4,"4,813"
3561,2001.0,I Spit on Your Corpse,,,,
3562,1962.0,No Man Is an Island,114 min,movie,6.9,409
3563,1989.0,Earth Girls Are Easy,,,,
3564,1998.0,Humanite,,,,
3565,2004.0,Meet the Browns,139 min,movie,3.4,592
3566,1993.0,Outrage,103 min,movie,6.1,831
3567,2004.0,Starship Troopers 2: Hero of the Federation,88 min,movie,3.5,"21,404"
3568,1985.0,Come and See,142 min,movie,8.3,"49,050"
3569,1964.0,Hush...Hush,133 min,movie,7.6,"12,090"
3570,2003.0,Scooby-Doo and the Monster of Mexico,75 min,movie,6.5,"2,996"
3571,1999.0,200 Cigarettes,101 min,movie,6.0,"14,258"
3572,2001.0,Aftermath: The Remnants of War,74 min,movie,8.4,51
3573,1993.0,Cop and a Half,,,,
3574,1964.0,Doctor Who: The Aztecs,,,,
3575,2005.0,The Worst Horror Movie Ever Made,85 min,movie,3.1,305
3576,1991.0,Salmonberries,95 min,movie,6.2,546
3577,1999.0,Escape to Watership Down,,,,
3578,2005.0,Motley Crue: Carnival of Sins,210 min,movie,8.1,270
3579,2003.0,2 Fast 2 Furious,107 min,movie,5.9,"240,939"
3580,1985.0,Rick Springfield: The Beat of the Live Drum,,,,
3581,1999.0,Cradle Will Rock,132 min,movie,6.8,"8,585"
3582,1941.0,How Green Was My Valley,118 min,movie,7.7,"20,141"
3583,1994.0,Exit to Eden,113 min,movie,4.2,"6,284"
3584,1984.0,A Private Function,92 min,movie,6.5,"2,416"
3585,2002.0,Dead or Alive Final,89 min,movie,5.7,"2,221"
3586,1982.0,Tannhauser: Wagner: Metropolitan Opera,,,,
3587,1955.0,Abbott & Costello Meet the Mummy,,,,
3588,1967.0,Zatoichi the Outlaw,96 min,movie,7.1,958
3589,1999.0,Mr. Bill Goes Hollywood / Mr. Bill Does Vegas,,,,
3590,1963.0,Jason and the Argonauts,104 min,movie,7.3,"22,554"
3591,2003.0,Be Good,5 min,movie,,
3592,2001.0,The North Face Expeditions: Everest and Bonus Footage,,,,
3593,1988.0,My Neighbor Totoro,86 min,movie,8.2,"264,873"
3594,1990.0,The Old Man and the Sea,93 min,movie,6.8,"1,283"
3595,1988.0,Elvira,96 min,movie,6.6,"12,536"
3596,1999.0,The Grandfather,,,,
3597,1994.0,Pumpkinhead 2: Blood Wings,,,,
3598,1972.0,The Seduction of Mimi,108 min,movie,7.5,"1,635"
3599,1971.0,Walkabout,100 min,movie,7.6,"21,618"
3600,1997.0,Head Above Water,,,,
3601,1958.0,Kings Go Forth,109 min,movie,6.5,"1,296"
3602,2003.0,The Who,141 min,movie,8.4,45
3603,2005.0,PRIDE FC: Critical Countdown 2004,,,,
3604,1997.0,Wedding Bell Blues,,,,
3605,1939.0,The Wizard of Oz: Collector's Edition,,,,
3606,2000.0,Boxer Shorts,,,,
3607,2000.0,Frightmare,,,,
3608,1998.0,From the Earth to the Moon: The Signature Edition,,,,
3609,1987.0,Predator: Collector's Edition: Bonus Material,,,,
3610,1992.0,Lethal Weapon 3,118 min,movie,6.7,"151,712"
3611,2000.0,Man on the Moon,20 min,movie,5.5,39
3612,1988.0,Chocolat,105 min,movie,7.3,"2,599"
3613,1995.0,Jack and Sarah,,,,
3614,1988.0,Rouge,90 min,movie,6.5,230
3615,1946.0,Beauty and the Beast,93 min,movie,7.9,"23,288"
3616,2003.0,Dixie Chicks: An Evening With the Dixie Chicks,,,,
3617,1992.0,Death Becomes Her,104 min,movie,6.6,"98,457"
3618,1998.0,Longest Nite,81 min,movie,7.4,"1,718"
3619,1998.0,Pirates of Penzance: Gilbert & Sullivan: Stratford Festival,,,,
3620,1995.0,Nothing Funny,95 min,movie,7.4,"2,842"
3621,2003.0,All Purpose Cultural Cat Girl Nuku Nuku Dash,,,,
3622,1993.0,Barbarians at the Gate,107 min,movie,7.2,"2,690"
3623,2002.0,Daughter from Danang: American Experience,,,,
3624,2003.0,The Last Samurai,154 min,movie,7.7,"384,915"
3625,1983.0,Suburbia,94 min,movie,7.0,"4,177"
3626,2002.0,25th Hour,135 min,movie,7.6,"166,075"
3627,2003.0,The Gin Game,90 min,movie,7.1,151
3628,2002.0,The Night Before Christmas and More Christmas Stories,,,,
3629,1997.0,The Boys Club,,,,
3630,1995.0,Victory,,movie,8.1,27
3631,1993.0,Nemesis,,,,
3632,1996.0,Darkdrive,,,,
3633,2003.0,Linkin Park: Live in Texas,68 min,movie,8.7,589
3634,1988.0,Bright Lights,107 min,movie,5.7,"6,943"
3635,1994.0,Carmen Miranda: Bananas Is My Business,,,,
3636,2005.0,The Work of Director Mark Romanek,155 min,movie,8.2,310
3637,1996.0,Ed McBain's 87th Precinct,96 min,movie,6.0,196
3638,2003.0,Bad Boys II,147 min,movie,6.6,"222,635"
3639,1944.0,Alfred Hitchcock Shorts: Bon Voyage/ Aventure Malgache,,,,
3640,2003.0,Inspector Gadget 2,89 min,movie,3.4,"5,423"
3641,2004.0,Funny Ladies,,movie,7.1,39
3642,2001.0,Highway,104 min,movie,5.5,72
3643,2002.0,Nero Wolfe: Season 2,,,,
3644,1979.0,The Shape of Things to Come,98 min,movie,3.1,691
3645,1986.0,Mecha Masters: M.D. Geist / M.D. Geist: Death Force,,,,
3646,2004.0,Lady Death,80 min,movie,5.3,"1,157"
3647,1987.0,Death Before Dishonor,91 min,movie,4.9,658
3648,1988.0,Who Framed Roger Rabbit?: Special Edition,,,,
3649,1965.0,Von Ryan's Express,117 min,movie,7.1,"12,206"
3650,1983.0,War Games,,,,
3651,1972.0,Bad Company,93 min,movie,7.0,"3,270"
3652,2002.0,Happy Tree Friends,110 min,movie,7.2,"1,211"
3653,1989.0,Mozart: Don Giovanni: Teatro Alla Scala,,,,
3654,1985.0,Fandango,91 min,movie,6.8,"7,075"
3655,2002.0,Taboo,80 min,movie,3.5,"1,732"
3656,2005.0,Expo: Magic of the White City,116 min,movie,7.5,159
3657,1999.0,Black and White,97 min,movie,5.2,995
3658,1988.0,Zombie 3,84 min,movie,4.9,"4,185"
3659,1968.0,The Horse in the Gray Flannel Suit,113 min,movie,6.5,811
3660,1977.0,Iron Monkey,,,,
3661,2002.0,Fruit of the Vine,74 min,movie,,
3662,1994.0,House of Cards Trilogy II: To Play the King,,,,
3663,2002.0,Sabrina the Teenage Witch: Friends Forever,,,,
3664,1981.0,Montenegro,96 min,movie,6.7,"1,801"
3665,1999.0,Power Play,,,,
3666,2003.0,Out of the Ashes,113 min,movie,6.9,"1,022"
3667,1986.0,Shanghai Surprise,97 min,movie,3.1,"4,707"
3668,2000.0,Farscape: Season 2,,,,
3669,2003.0,Deewana,4 min,movie,,
3670,1992.0,Encino Man,88 min,movie,5.8,"36,137"
3671,2004.0,Laughing Matters,60 min,movie,6.8,39
3672,1985.0,My Science Project,94 min,movie,6.1,"5,070"
3673,1998.0,Coming Home,101 min,series,6.9,628
3674,1998.0,Cats: The Ultimate Edition,,,,
3675,2002.0,The Guys,84 min,movie,6.4,"1,175"
3676,1995.0,The Wanderers,,,,
3677,2000.0,Sesame Street: Let's Make Music,,,,
3678,2000.0,House Party 4: Down to the Last Minute,,,,
3679,2002.0,Commanding Heights: The Battle for the World Economy,360 min,series,8.2,444
3680,1995.0,Hackers,105 min,movie,6.3,"63,457"
3681,1997.0,Hav Plenty,92 min,movie,6.5,929
3682,1998.0,Dennis the Menace Strikes Again,75 min,movie,4.4,"3,838"
3683,2001.0,Gale Force,,,,
3684,1964.0,Goldfinger,110 min,movie,7.7,"165,802"
3685,2000.0,Scooby-Doo's Spookiest Tales,,,,
3686,2001.0,Good Advice,93 min,movie,6.2,"6,554"
3687,2005.0,Beautiful Boxer,,,,
3688,2001.0,WTC: The First 24 Hours,,,,
3689,2005.0,The Amityville Horror,90 min,movie,6.0,"102,027"
3690,2003.0,Roast of Denis Leary: Uncensored,,,,
3691,1987.0,Slumber Party Massacre II,77 min,movie,4.6,"3,994"
3692,1926.0,Mother (Russian Silent),,,,
3693,1965.0,Sword of the Beast,85 min,movie,7.6,"2,237"
3694,1980.0,Air Crew,,,,
3695,1996.0,The Secret Agent,95 min,movie,5.7,"2,163"
