Movie_Id,Year,Name,time,type,rate,votes,mean,med,mod
3966,2004.0,Friday Night Lights,118 min,movie,7.2,"56,554",3.6588825995310614,4.0,4.0
3967,1970.0,The House that Dripped Blood,,,,,3.0864197530864197,3.0,3.0
3968,2001.0,In the Light of Reverence,73 min,movie,7.6,17,3.378228782287823,3.0,3.0
3969,1982.0,Faerie Tale Theatre: Rapunzel,,,,,3.0853658536585367,3.0,3.0
3970,1981.0,Thief,123 min,movie,7.4,"23,049",3.338316958564716,3.0,3.0
3971,2003.0,Koi... Mil Gaya,171 min,movie,7.1,"19,831",3.2364341085271318,3.0,4.0
3972,1984.0,Police Academy: Special Edition,,,,,3.472983763641203,3.0,3.0
3973,1983.0,The Everly Brothers: Reunion Concert,75 min,movie,7.6,9,3.287878787878788,3.0,3.0
3974,1953.0,Hondo,83 min,movie,7.1,"8,861",3.9065849923430322,4.0,4.0
3975,1991.0,One False Move,,,,,3.3420627222761072,3.0,3.0
3976,2000.0,The Miracle Maker: The Story of Jesus,,,,,3.337386018237082,4.0,5.0
3977,2003.0,National Geographic: The FBI,60 min,movie,6.2,43,3.1052631578947367,3.0,3.0
3978,2003.0,Hangman's Curse,106 min,movie,5.0,"2,362",2.934222222222222,3.0,3.0
3979,1999.0,King Crimson: Deja Vrooom,,,,,3.119047619047619,3.0,3.0
3980,2004.0,Globe Trekker: Amsterdam,,,,,2.9431818181818183,3.0,3.0
3981,2003.0,S21: The Khmer Rouge Killing Machine,,,,,2.667481662591687,3.0,3.0
3982,2000.0,Tai Chi 6 Forms,,,,,2.703488372093023,3.0,3.0
3983,2003.0,The Same River Twice,78 min,movie,7.0,261,3.0654205607476634,3.0,3.0
3984,1959.0,On the Beach,134 min,movie,7.2,"11,398",3.674172637325145,4.0,4.0
3985,2002.0,Crop Circles: Quest for Truth,115 min,movie,7.0,208,3.1186440677966103,3.0,3.0
3986,2001.0,Life and Debt,80 min,movie,7.6,930,3.644646924829157,4.0,4.0
3987,1939.0,The Roaring Twenties,106 min,movie,8.0,"11,789",3.8285714285714287,4.0,4.0
3988,1998.0,Wrongfully Accused,87 min,movie,6.2,"22,539",3.303903684786574,3.0,3.0
3989,2004.0,Science of the Sexes,,,,,3.3423423423423424,3.0,3.0
3990,1991.0,One Good Cop,114 min,movie,5.9,"3,694",3.107073329007138,3.0,3.0
3991,2005.0,Insan,141 min,movie,4.6,"1,183",2.46875,3.0,3.0
3992,1999.0,Partners in Crime,,,,,2.6748466257668713,3.0,3.0
3993,1961.0,The Grass is Greener,,,,,3.3919631093544136,3.0,3.0
3994,2004.0,Freeze Frame,99 min,movie,6.4,"2,752",2.462242562929062,2.0,3.0
3995,1995.0,High Risk (Meltdown),,,,,3.1489583333333333,3.0,3.0
3996,1999.0,Travel the World by Train: Australia & New Zealand,60 min,movie,6.8,5,2.392857142857143,2.0,3.0
3997,1983.0,Of Unknown Origin,88 min,movie,6.1,"2,483",2.842767295597484,3.0,3.0
3998,1988.0,Joseph Campbell and The Power of Myth,360 min,series,8.9,860,3.9743016759776535,4.0,5.0
3999,2001.0,Queer as Folk: Season 1,,,,,3.94611223082635,4.0,5.0
4000,2002.0,Ultimate Crop Circles: Signs From Space?,115 min,movie,7.2,10,2.342857142857143,2.0,1.0
4001,1939.0,The Four Feathers,129 min,movie,7.5,"5,293",3.643700787401575,4.0,4.0
4002,2004.0,Cosplay Complex,,,,,3.26,3.0,4.0
4003,1999.0,Deal of a Lifetime,94 min,movie,4.7,309,2.3135593220338984,2.0,2.0
4004,1930.0,The Blue Angel,104 min,movie,7.7,"13,051",3.8333333333333335,4.0,4.0
4005,1993.0,Dr. Quinn,60 min,series,6.7,"9,535",3.6980448950036204,4.0,5.0
4006,2003.0,Sesame Street: Cookie Monster's Best Bites,,,,,2.9358974358974357,3.0,3.0
4007,1989.0,Cyborg,86 min,movie,5.1,"28,029",2.861557177615572,3.0,3.0
4008,2002.0,David Blaine: Fearless,110 min,movie,7.3,185,3.7536585365853656,4.0,4.0
4009,1999.0,Intimate Betrayal,,movie,6.0,72,2.958715596330275,3.0,3.0
4010,1963.0,The Leopard (Original Italian Version),,,,,3.6033700583279327,4.0,4.0
4011,1982.0,George Carlin: Carlin at Carnegie,,,,,3.9217537942664418,4.0,4.0
4012,1999.0,Random Hearts,133 min,movie,5.2,"19,223",2.972219395542892,3.0,3.0
4013,1993.0,Sherlock Holmes: The Eligible Bachelor,,,,,3.6996904024767803,4.0,4.0
4014,2001.0,The Princess and the Barrio Boy,,,,,3.087360594795539,3.0,3.0
4015,2001.0,The Road to Love,70 min,movie,6.6,337,2.75,3.0,3.0
4016,1997.0,Zigzag,87 min,movie,4.5,32,1.7682926829268293,2.0,1.0
4017,1994.0,The Browning Version,97 min,movie,7.2,"2,894",3.4075,3.0,3.0
4018,1965.0,Die! Die! My Darling!,97 min,movie,6.3,"1,965",2.941860465116279,3.0,3.0
4019,1996.0,Infinity,119 min,movie,6.2,"1,640",3.0255102040816326,3.0,3.0
4020,1999.0,Travel the World by Train: Central America,,movie,5.6,5,2.6448598130841123,3.0,3.0
4021,2000.0,The Dead Hate the Living,90 min,movie,4.0,"1,666",2.1515151515151514,2.0,1.0
4022,1995.0,Born to be Wild,100 min,movie,5.1,"1,342",3.096296296296296,3.0,3.0
4023,2003.0,Fate,,movie,4.5,143,2.0642857142857145,2.0,2.0
4024,1995.0,The Mystery of Rampo,,,,,2.9361702127659575,3.0,3.0
4025,1968.0,The Private Navy of Sgt. O' Farrell,,,,,3.123456790123457,3.0,3.0
4026,1993.0,Money for Nothing,100 min,movie,5.8,"3,591",2.95610278372591,3.0,3.0
4027,1988.0,Police Academy 5: Assignment - Miami Beach,90 min,movie,4.6,"31,433",3.4364844903988185,3.0,3.0
4028,2004.0,Russell Simmons Presents Def Poetry: Season 2,,,,,3.7670250896057347,4.0,5.0
4029,1952.0,Come Back,99 min,movie,7.5,"4,088",3.7286995515695067,4.0,4.0
4030,1961.0,Wild in the Country,114 min,movie,6.5,"1,440",3.5240083507306887,3.0,3.0
4031,1995.0,Mortal Kombat: The Movie,,,,,3.1654657408620466,3.0,3.0
4032,1992.0,Young Duke Series: The Fugitive,,,,,2.75,3.0,3.0
4033,2005.0,Alias: Season 4,,,,,4.208371454711802,5.0,5.0
4034,1997.0,Lifeline,108 min,movie,6.6,532,2.7311827956989245,3.0,3.0
4035,2004.0,Throwdown,,,,,2.673076923076923,3.0,3.0
4036,1997.0,Secrets of the Heart,105 min,movie,7.3,"1,567",3.2007874015748032,3.0,3.0
4037,2003.0,Simon & Garfunkel: Old Friends Live on Stage,,,,,3.907258064516129,4.0,4.0
4038,1982.0,A Fine Romance: Set 2,,,,,3.6666666666666665,4.0,4.0
4039,1974.0,Nude for Satan,,,,,1.9338422391857506,2.0,1.0
4040,1993.0,Tales of the City,360 min,series,8.4,"3,085",3.896035486553923,4.0,5.0
4041,2004.0,Mobile Suit Gundam SEED,25 min,series,7.1,"1,230",4.320598006644518,5.0,5.0
4042,1978.0,Pretty Baby,110 min,movie,6.6,"9,295",3.017780172413793,3.0,3.0
4043,2002.0,Signs,106 min,movie,6.7,"326,613",3.5001600600501153,4.0,4.0
4044,1998.0,Subspecies 4: Bloodstorm,,,,,2.906779661016949,3.0,3.0
4045,2003.0,The Indiana Jones Trilogy: Bonus Material,,,,,4.153727901614143,4.0,5.0
4046,1988.0,All Creatures Great and Small: Series 5,,,,,3.9757575757575756,4.0,5.0
4047,2000.0,Sacrifice,90 min,movie,4.9,679,2.656036446469248,3.0,3.0
4048,2003.0,Little House on the Prairie: I'll Be Waving as You Drive Away,,,,,4.166444740346205,5.0,5.0
4049,1988.0,Torch Song Trilogy,120 min,movie,7.7,"6,396",3.907756433490395,4.0,4.0
4050,1997.0,Toothless,92 min,movie,6.0,"1,834",3.3658256880733943,3.0,3.0
4051,1971.0,The Hospital,103 min,movie,7.2,"5,068",3.4498044328552804,4.0,4.0
4052,2001.0,All the Queen's Men,99 min,movie,4.8,"2,393",2.592841163310962,3.0,3.0
4053,2004.0,A Program About Unusual Buildings & Other Roadside Stuff,57 min,movie,7.0,92,3.111111111111111,3.0,3.0
4054,1990.0,House of Cards Trilogy I: House of Cards,,,,,4.02497073741709,4.0,5.0
4055,1984.0,The Woman in Red,87 min,movie,5.9,"13,094",2.9018026565464896,3.0,3.0
4056,2001.0,Planet of the Apes,119 min,movie,5.7,"205,960",2.9947333012974533,3.0,3.0
4057,2000.0,Sharks: Great White / Ultimate Guide to Sharks,,,,,3.1329639889196677,3.0,3.0
4058,1952.0,The Best of the Abbott and Costello Comedy Hour,,,,,2.9291338582677167,3.0,3.0
4059,1976.0,Ilsa,85 min,movie,5.1,"2,473",2.5106382978723403,2.0,3.0
4060,1990.0,The Long Walk Home,97 min,movie,7.3,"3,069",3.708125115676476,4.0,4.0
4061,1964.0,Soft Skin,113 min,movie,7.5,"6,156",3.322766570605187,3.0,3.0
4062,1997.0,Battle Athletes: Vol. 2: Ready,,,,,3.2983606557377048,3.0,3.0
4063,2005.0,Fingersmith,181 min,series,7.9,"7,640",3.9642857142857144,4.0,4.0
4064,1998.0,The Big Hit,91 min,movie,6.1,"27,708",3.230242119689356,3.0,3.0
4065,1998.0,Learning Curve,,,,,2.7794117647058822,3.0,3.0
4066,1974.0,Thriller: A Cruel Picture,,,,,2.947075208913649,3.0,3.0
4067,1976.0,Silver Streak,114 min,movie,6.9,"17,014",3.562766674152257,4.0,4.0
4068,2004.0,Twist,87 min,movie,7.3,782,2.9092702169625246,3.0,3.0
4069,1983.0,Local Hero,111 min,movie,7.3,"20,057",3.644070927225711,4.0,4.0
4070,1981.0,Raggedy Man,94 min,movie,6.8,"1,322",3.177358490566038,3.0,3.0
4071,1973.0,Zanjeer,145 min,movie,7.7,"3,112",3.592274678111588,4.0,4.0
4072,1979.0,Hair,121 min,movie,7.6,"33,572",3.4410396716826264,3.0,3.0
4073,1966.0,Spinout,90 min,movie,5.9,"1,606",3.5425531914893615,4.0,3.0
4074,1971.0,Le Mans,106 min,movie,6.8,"8,590",3.223287671232877,3.0,3.0
4075,2003.0,Franklin: Back to School with Franklin,,,,,3.276595744680851,3.0,3.0
4076,1997.0,Directors: Joel Schumacher,,,,,2.15625,2.0,1.0
4077,1998.0,The First 9 1/2 Weeks,100 min,movie,3.6,508,2.596875,3.0,3.0
4078,2003.0,Larry the Cable Guy: Git-R-Done,,,,,3.8923905943827566,4.0,5.0
4079,2003.0,Foo Fighters: Everywhere but Home,151 min,movie,8.3,234,3.6698412698412697,4.0,4.0
4080,2003.0,A Mighty Wind,91 min,movie,7.2,"24,839",3.4173148030090528,3.0,4.0
4081,1980.0,Last Flight of Noah's Ark,97 min,movie,5.8,"1,115",2.9545454545454546,3.0,3.0
4082,1999.0,Atomic Train,122 min,series,4.7,"2,089",2.803174603174603,3.0,3.0
4083,1996.0,A Girl Called Rosemarie,,,,,3.076923076923077,3.0,3.0
4084,1991.0,Raw Heat,,,,,2.6528497409326426,3.0,3.0
4085,1958.0,Horror of Dracula,82 min,movie,7.3,"19,713",3.392516507703595,3.0,3.0
4086,1994.0,House of the Spirits,,,,,3.358873841767641,3.0,3.0
4087,2002.0,The Firm Body Sculpting: Ab Sculpt,,,,,2.836734693877551,3.0,3.0
4088,1999.0,Ella Fitzgerald: Something to Live For,,,,,3.7246963562753037,4.0,4.0
4089,1987.0,Innerspace,120 min,movie,6.8,"51,874",3.4022674883567765,3.0,3.0
4090,1995.0,Santana: Sacred Fire: Live in Mexico,97 min,movie,8.2,51,3.5436241610738257,4.0,4.0
4091,1993.0,... And God Spoke,82 min,movie,6.8,814,2.8722222222222222,3.0,3.0
4092,1997.0,How To Be A Player,93 min,movie,5.4,"8,559",3.353548966756514,3.0,3.0
4093,2004.0,Daydream Obsession 2: Infidelities,87 min,movie,4.1,30,1.8762376237623761,2.0,1.0
4094,1985.0,Doctor Who: Vengeance on Varos,,,,,3.5014285714285713,4.0,3.0
4095,2004.0,Girl Play,80 min,movie,4.5,740,2.630114566284779,3.0,3.0
4096,2002.0,Blood Feast 2: All U Can Eat,92 min,movie,5.7,"1,297",2.430939226519337,2.0,2.0
4097,1983.0,Sleepaway Camp,84 min,movie,6.3,"24,232",3.061224489795918,3.0,3.0
4098,2002.0,Angel: Season 4,,,,,4.315453578483513,5.0,5.0
4099,2000.0,Chunhyang,120 min,movie,7.1,"1,528",3.2713178294573644,3.0,3.0
4100,2000.0,Dinosaur,82 min,movie,6.5,"50,412",3.5450482917687762,4.0,4.0
4101,1983.0,Hysterical,87 min,movie,5.8,673,2.369047619047619,2.0,1.0
4102,1983.0,Testament,90 min,movie,6.9,"5,512",3.429193899782135,4.0,4.0
4103,1983.0,My Tutor,97 min,movie,5.2,"3,034",2.7877000842459982,3.0,3.0
4104,1945.0,Charlie Chan: The Jade Mask,,,,,3.526027397260274,4.0,4.0
4105,2002.0,Ranma 1/2: Ranma Forever: Vol. 8: Someday,,,,,3.8809135399673735,4.0,5.0
4106,2001.0,The Invisible Circus,93 min,movie,5.6,"2,829",2.767213114754098,3.0,3.0
4107,1938.0,The Childhood of Maxim Gorky,98 min,movie,7.3,566,2.875,3.0,3.0
4108,1960.0,Steamroller and the Violin,,,,,3.1275720164609053,3.0,3.0
4109,2000.0,American Psycho,101 min,movie,7.6,"458,987",3.263238371157251,3.0,3.0
4110,1945.0,Dakota,82 min,movie,6.0,"1,223",3.201312910284464,3.0,3.0
4111,1998.0,Bram Stoker's Shadowbuilder,,,,,2.8396501457725947,3.0,3.0
4112,1996.0,Paris Was a Woman,75 min,movie,7.6,117,2.943502824858757,3.0,3.0
4113,1999.0,Trippin',94 min,movie,5.3,"1,132",2.764705882352941,3.0,3.0
4114,1983.0,Faerie Tale Theatre: Beauty and the Beast,,,,,3.1940298507462686,3.0,3.0
4115,1999.0,The Simpsons: Bart Wars,,,,,4.309862494073021,5.0,5.0
4116,1946.0,Orson Welles: The Stranger/Orson Welles on Film,,,,,3.6452173913043477,4.0,4.0
4117,1988.0,Monkey Shines,113 min,movie,6.2,"10,121",3.0,3.0,3.0
4118,2002.0,Tenchi Muyo GXP,,,,,3.939929328621908,4.0,5.0
4119,1990.0,White Palace,103 min,movie,6.5,"7,235",3.3005068790731356,3.0,3.0
4120,1991.0,Max Ernst,90 min,movie,8.1,38,3.4148936170212765,3.5,3.0
4121,2001.0,What Girls Learn,115 min,movie,6.1,299,3.129032258064516,3.0,3.0
4122,1986.0,Parting Glances,90 min,movie,7.2,"2,584",3.272173913043478,3.0,3.0
4123,1998.0,Patch Adams,115 min,movie,6.8,"99,707",3.4506237219653606,4.0,4.0
4124,1975.0,Hard Times,93 min,movie,7.3,"8,865",3.594059405940594,4.0,4.0
4125,1999.0,Mary,7 min,movie,,,3.0545454545454547,3.0,3.0
4126,1996.0,Vice Girls,,,,,1.8269230769230769,1.0,1.0
4127,1994.0,The Flintstones,91 min,movie,4.9,"73,099",2.444264327262325,2.0,3.0
4128,1930.0,Under the Roofs of Paris,96 min,movie,7.1,"1,918",2.9672131147540983,3.0,3.0
4129,1970.0,Santa Claus Is Comin' to Town,48 min,movie,7.7,"11,377",4.171469740634006,4.0,5.0
4130,2005.0,Happily Ever After,,movie,5.9,15,3.0257510729613735,3.0,3.0
4131,1990.0,Hidden Agenda,108 min,movie,6.9,"3,250",2.8003237992444685,3.0,3.0
4132,2003.0,Ek Aur Ek Gyarah,144 min,movie,5.2,"1,463",2.606382978723404,3.0,3.0
4133,1955.0,The Kentuckian,104 min,movie,6.3,"2,312",3.364406779661017,3.0,3.0
4134,2000.0,Golden Boy,,,,,3.786618444846293,4.0,5.0
4135,1956.0,The King and I,133 min,movie,7.4,"23,015",3.868681417521137,4.0,4.0
4136,1993.0,Teenage Mutant Ninja Turtles III,96 min,movie,4.8,"29,842",2.5907590759075907,3.0,3.0
4137,1967.0,Captain Scarlet: The Complete Series,,,,,2.968668407310705,3.0,3.0
4138,2002.0,Harrison's Flowers,,,,,3.4718734304369665,4.0,4.0
4139,2002.0,2LDK,,,,,3.2454212454212454,3.0,3.0
4140,1977.0,Demon Seed,94 min,movie,6.3,"7,744",2.9575757575757575,3.0,3.0
4141,2000.0,Shanghai Noon,110 min,movie,6.6,"115,711",3.5417433605048645,4.0,4.0
4142,2003.0,WWE: Summerslam 2003,,,,,3.7564102564102564,4.0,5.0
4143,1999.0,Hum Aapke Dil Mein Rehte Hain,168 min,movie,5.8,"1,223",2.925373134328358,3.0,3.0
4144,2001.0,The Brothers,106 min,movie,6.4,"3,963",3.5019629837352775,4.0,3.0
4145,1999.0,Law & Order: Special Victims Unit: The First Year,,,,,4.166919805589307,4.0,5.0
4146,1951.0,The Red Badge of Courage,69 min,movie,7.2,"3,834",3.3753554502369667,3.0,3.0
4147,1988.0,She's Having A Baby,106 min,movie,5.9,"10,960",3.1312508562816825,3.0,3.0
4148,1955.0,Tomorrowland,,,,,3.5448717948717947,4.0,4.0
4149,2004.0,Scooby-Doo 2: Monsters Unleashed,93 min,movie,5.0,"46,110",3.3725030295922753,3.0,3.0
4150,2000.0,Trading Spaces,60 min,series,5.8,690,3.226890756302521,3.0,3.0
4151,1974.0,Oliver Twist,91 min,movie,6.3,133,2.840304182509506,3.0,3.0
4152,1999.0,Terror Firmer: Special Edition,,,,,3.0672268907563027,3.0,3.0
4153,1981.0,Tarzan,115 min,movie,3.4,"4,988",2.1033333333333335,2.0,2.0
4154,1995.0,301/302,100 min,movie,6.4,946,2.8207547169811322,3.0,3.0
4155,2000.0,East/West,,,,,3.6540068363083935,4.0,4.0
4156,1973.0,Wattstax,103 min,movie,7.7,714,3.7047353760445683,4.0,4.0
4157,1991.0,The Prince of Tides,132 min,movie,6.7,"15,030",3.3648357752933826,3.0,3.0
4158,1986.0,Burial Ground: The Nights of Terror,,,,,2.5384615384615383,2.0,2.0
4159,2002.0,Barbershop,102 min,movie,6.3,"28,615",3.361326097915369,3.0,3.0
4160,1996.0,Dead Man's Walk,272 min,series,7.2,"1,451",3.3586206896551722,4.0,4.0
4161,1997.0,I Think I Do,90 min,movie,6.6,"1,502",3.4669260700389106,4.0,4.0
4162,2000.0,Founding Fathers: The Men who Shaped Our Nation,,,,,3.6666666666666665,4.0,4.0
4163,1963.0,The Andy Griffith Show: Vol 4: The Mountain Wedding / Opie and the Spoiled Child,,,,,3.755928853754941,4.0,5.0
4164,1986.0,Sunday in the Park with George,,,,,3.433531746031746,4.0,4.0
4165,2003.0,The Bone Snatcher,90 min,movie,4.4,"2,177",2.371776504297994,2.0,2.0
4166,1987.0,Hollywood Shuffle,78 min,movie,7.0,"4,612",3.3296812749003983,3.0,3.0
4167,2002.0,Mickey's House of Villains,,,,,3.5028768699654775,3.0,3.0
4168,1995.0,VeggieTales Classics: Rack,,,,,3.99449481865285,4.0,5.0
4169,2003.0,Darna Mana Hai,121 min,movie,6.3,"2,817",2.6867469879518073,3.0,3.0
4170,2001.0,Spiders II,96 min,movie,3.1,"1,386",2.368715083798883,2.0,3.0
4171,1996.0,Mars Attacks!,106 min,movie,6.3,"202,848",3.008170515097691,3.0,3.0
4172,2000.0,Code Name Jaguar,,,,,2.6194690265486726,3.0,2.0
4173,1998.0,From Dusk Till Dawn 2: Texas Blood Money,,,,,2.5413306451612905,2.0,3.0
4174,1994.0,Don't Drink the Water,100 min,movie,6.2,"3,038",3.095684803001876,3.0,3.0
4175,1998.0,The 3 Tenors in Concert: 1998,,,,,3.4262295081967213,4.0,4.0
4176,2001.0,Inugami,106 min,movie,6.1,713,2.9482758620689653,3.0,3.0
4177,1988.0,Salaam Bombay!,113 min,movie,8.0,"7,747",3.828151260504202,4.0,4.0
4178,2003.0,Warren Miller's: The Power of Snow: Cold Fusion,,,,,3.7027027027027026,4.0,4.0
4179,1951.0,A Christmas Carol,86 min,movie,8.1,"19,140",4.064444444444445,4.0,4.0
4180,2002.0,NBA Finals 2002: Official Championship,,,,,3.0601503759398496,3.0,3.0
4181,2003.0,Walking with Cavemen,100 min,series,7.6,"1,176",3.6509216589861753,4.0,4.0
4182,2001.0,Frankie and Hazel,,,,,2.9366391184573004,3.0,3.0
4183,1997.0,The Designated Mourner,94 min,movie,6.2,297,2.7058823529411766,3.0,3.0
4184,1985.0,The Stuff,87 min,movie,5.9,"12,489",2.9048387096774193,3.0,3.0
4185,1989.0,The Kids in the Hall: Season 1,,,,,4.048947849954255,4.0,5.0
4186,2003.0,Dave Matthews: Plugging the Gap,,,,,2.1127450980392157,2.0,1.0
4187,1984.0,Hot Dog: The Movie,96 min,movie,5.0,"2,911",2.868595041322314,3.0,3.0
4188,1917.0,Slapstick Masters,,,,,3.3115942028985508,3.0,3.0
4189,2004.0,Newlyweds: Nick & Jessica: Seasons 2 & 3,,,,,3.647702407002188,4.0,5.0
4190,2003.0,Hugh Hefner: American Playboy,,,,,3.0681818181818183,3.0,3.0
4191,2004.0,Flame of Recca,,,,,3.8358208955223883,4.0,4.0
4192,1993.0,The Untold Story,96 min,movie,7.0,"3,125",2.8969072164948453,3.0,3.0
4193,2000.0,And I Hate You So,96 min,movie,6.2,279,3.193877551020408,3.0,3.0
4194,2004.0,Eric Clapton: Sessions for Robert Johnson,,,,,4.021943573667712,4.0,4.0
4195,1986.0,The Mission: Special Edition: Bonus Material,,,,,3.549019607843137,4.0,4.0
4196,2002.0,What to Do in Case of Fire,,,,,3.378260869565217,3.0,3.0
4197,2003.0,City of Ghosts,,,,,2.634472129463139,3.0,3.0
4198,1997.0,Happy Together,96 min,movie,7.8,"20,583",3.3235632183908046,3.0,3.0
4199,1995.0,Sweet Evil,,,,,2.4128440366972477,3.0,3.0
4200,1999.0,Standard Deviants School: American Government,,,,,2.8617021276595747,3.0,3.0
4201,1996.0,Walking and Talking,86 min,movie,6.7,"2,955",3.158037094281298,3.0,3.0
4202,2004.0,Half-Caste,86 min,movie,2.5,207,1.4873949579831933,1.0,1.0
4203,2004.0,WOW Gospel 2005,,,,,3.418181818181818,4.0,5.0
4204,1999.0,Jimi Hendrix: Live at the Fillmore East,,,,,3.7822045152722445,4.0,4.0
4205,2004.0,Second Thoughts: Surfing,,,,,3.161290322580645,3.0,4.0
4206,2001.0,Hidden Wars of Desert Storm,64 min,movie,8.0,129,3.2452830188679247,3.0,3.0
4207,1980.0,The Blues Brothers: Extended Cut,,,,,4.286960132890365,5.0,5.0
4208,1993.0,Unknown Marx Brothers,120 min,movie,7.4,276,3.3897637795275593,3.0,3.0
4209,2003.0,The Lost Prince,180 min,movie,7.7,"1,789",3.5148279952550414,4.0,4.0
4210,2002.0,Below,105 min,movie,6.1,"20,409",3.0383939774153075,3.0,3.0
4211,2003.0,270 Miles From Graceland: Bonnaroo 2003,,,,,3.3278688524590163,3.0,3.0
4212,1999.0,Finding Graceland,,,,,2.9624413145539905,3.0,3.0
4213,2001.0,Hum Ho Gaye Aap Ke,168 min,movie,4.1,362,2.5057471264367814,3.0,3.0
4214,1996.0,The Mirror Has Two Faces,126 min,movie,6.6,"14,551",3.395656155959702,3.0,3.0
4215,1932.0,Alfred Hitchcock: Rich and Strange/The Sorcerer's Apprentice,,,,,2.967479674796748,3.0,3.0
4216,2001.0,Jurassic Park III,92 min,movie,5.9,"286,014",3.222665222101842,3.0,3.0
4217,1965.0,Bewitched: Season 2,,,,,3.75,4.0,4.0
4218,1988.0,Sorority Babes in the Slimeball Bowl-O-Rama,80 min,movie,5.0,"2,992",2.647286821705426,3.0,2.0
4219,1995.0,The Tuskegee Airmen,106 min,movie,7.1,"5,382",3.8959056845183695,4.0,4.0
4220,1998.0,Kipper: Playtime,,,,,3.269230769230769,3.0,4.0
4221,1982.0,Timerider,94 min,movie,5.4,"1,890",2.9410609037328093,3.0,3.0
4222,1997.0,Battle Athletes Victory: Vol. 4: Spaceward Ho!,,,,,3.0670103092783507,3.0,1.0
4223,1983.0,Jefferson Starship: The Definitive Concert,,,,,2.1222222222222222,2.0,1.0
4224,1996.0,Wish Upon a Star,90 min,movie,6.7,"6,686",3.613787991104522,4.0,4.0
4225,1999.0,Life,108 min,movie,6.8,"43,598",3.4041681301955276,3.0,3.0
4226,2000.0,Shakespeare Tragedies: Titus/ Romeo/ Hamlet: The Standard Deviants,,,,,2.6875,3.0,3.0
4227,1997.0,The Full Monty,91 min,movie,7.2,"95,433",3.666889363976483,4.0,4.0
4228,1981.0,Umrao Jaan,145 min,movie,7.9,809,3.4473684210526314,4.0,4.0
4229,2001.0,Victoria and Albert,,,,,3.7761310452418098,4.0,4.0
4230,1996.0,Of Love and Shadows,,,,,2.5751295336787563,3.0,3.0
4231,1985.0,Heroes Shed No Tears,,,,,2.402439024390244,3.0,3.0
4232,2002.0,National Geographic: Lost Subs: Disaster at Sea,,,,,3.356979405034325,3.0,3.0
4233,1982.0,Little House on the Prairie: Season 9,,,,,3.9391304347826086,4.0,5.0
4234,1989.0,As Tears Go By,,,,,3.0463576158940397,3.0,3.0
4235,1934.0,Cartoons That Time Forgot: UB Iwerks Collection: Vol. 1,,,,,2.762237762237762,3.0,3.0
4236,1998.0,Gunfighter,,,,,1.9411764705882353,2.0,1.0
4237,2002.0,Morvern Callar,97 min,movie,6.8,"8,684",2.7034676185619584,3.0,3.0
4238,2000.0,Inu-Yasha,,,,,4.554434413170473,5.0,5.0
4239,1973.0,Maitresse,112 min,movie,5.9,11,2.874439461883408,3.0,3.0
4240,1966.0,The Bible... In the Beginning,174 min,movie,6.3,"4,492",3.319371727748691,3.0,3.0
4241,1994.0,Revenge of the Musketeers,125 min,movie,5.9,"2,912",2.7606382978723403,3.0,3.0
4242,1954.0,Animal Farm,72 min,movie,7.2,"14,169",3.3434343434343434,3.0,3.0
4243,1995.0,The Desperate Trail,,,,,3.027027027027027,3.0,3.0
4244,1977.0,Cross of Iron,119 min,movie,7.5,"24,339",3.3841761827079937,3.0,3.0
4245,2002.0,Devils on the Doorstep,,,,,3.494949494949495,4.0,4.0
4246,2000.0,Harlan County War,104 min,movie,6.5,470,3.12,3.0,3.0
4247,1998.0,Velvet Goldmine,118 min,movie,7.0,"32,661",3.2369267219495685,3.0,3.0
4248,1981.0,Conan the Barbarian,,,,,3.44632469592808,3.0,4.0
4249,1925.0,Battleship Potemkin,66 min,movie,8.0,"50,651",3.8123569794050343,4.0,4.0
4250,2004.0,Hofmann's Potion,,,,,2.9676616915422884,3.0,3.0
4251,1990.0,Drug Wars: The Camarena Story,270 min,series,6.5,552,2.8564593301435406,3.0,3.0
4252,1997.0,Oliver's Travels,,,,,3.4507772020725387,4.0,4.0
4253,1949.0,Kind Hearts and Coronets,106 min,movie,8.0,"33,170",3.8541666666666665,4.0,4.0
4254,1993.0,Saved by the Bell: The College Years: Season 1,,,,,3.531752104055088,4.0,5.0
4255,2002.0,Gerry,103 min,movie,6.1,"17,335",2.2004662004662006,2.0,1.0
4256,1984.0,Footloose: Special Collector's Edition,,,,,3.653565831695729,4.0,4.0
4257,1996.0,French & Saunders: Living in a Material World,,,,,3.4072916666666666,4.0,4.0
4258,1962.0,Advise and Consent,,,,,3.7640117994100293,4.0,4.0
4259,1992.0,Ranma 1/2: Outta Control,,,,,3.8743047830923247,4.0,5.0
4260,2001.0,Rat Race,112 min,movie,6.4,"106,099",3.305349004557448,3.0,3.0
4261,1983.0,Without a Trace,120 min,movie,7.1,"1,736",3.5764331210191083,4.0,3.0
4262,1999.0,Sleepy Hollow,105 min,movie,7.3,"318,125",3.5522433864598892,4.0,4.0
4263,2000.0,Green Plaid Shirt,,,,,2.81700288184438,3.0,3.0
4264,1951.0,The River,99 min,movie,7.5,"5,246",3.4131944444444446,4.0,4.0
4265,2002.0,National Geographic: Vietnam's Unseen War: Pictures from the Other Side,,,,,3.197841726618705,3.0,3.0
