Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"IG","Government Expenditure","215","United Republic of Tanzania","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2011","2011","millions","116.97","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)",""
"IG","Government Expenditure","215","United Republic of Tanzania","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2012","2012","millions","128.08","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)",""
"IG","Government Expenditure","215","United Republic of Tanzania","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2013","2013","millions","193.52","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)",""
"IG","Government Expenditure","215","United Republic of Tanzania","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2014","2014","millions","195.55","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)",""
"IG","Government Expenditure","215","United Republic of Tanzania","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2015","2015","millions","120.53","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)",""
"IG","Government Expenditure","251","Zambia","6110","Value US$","23130","Total outlays (General Government)","2009","2009","millions","2749.24","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)",""
"IG","Government Expenditure","251","Zambia","6110","Value US$","23130","Total outlays (General Government)","2010","2010","millions","3507.27","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)",""
"IG","Government Expenditure","251","Zambia","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2009","2009","millions","231.35","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)",""
"IG","Government Expenditure","251","Zambia","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2010","2010","millions","231.31","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)",""
"IG","Government Expenditure","181","Zimbabwe","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2009","2009","millions","21.13","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)",""
"IG","Government Expenditure","181","Zimbabwe","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2010","2010","millions","225.57","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)",""
"IG","Government Expenditure","181","Zimbabwe","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2011","2011","millions","98.62","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)",""
