TIME;GEO;SEX;CATEGORY;NACE_R2;AGE;UNIT;Value
2010;Hungary;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;555.0
2011;Hungary;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;615.1
2012;Hungary;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;632.2
2013;Hungary;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;653.4
2014;Hungary;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;670.9
2015;Hungary;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;694.5
2016;Hungary;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;700.0
2017;Hungary;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;724.0
2018;Hungary;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;745.5
2019;Hungary;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;779.6
2010;Malta;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;30.4
2011;Malta;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;35.5
2012;Malta;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;37.8
2013;Malta;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;39.6
2014;Malta;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;42.4
2015;Malta;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;43.4
2016;Malta;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;46.2
2017;Malta;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;52.2
2018;Malta;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;59.3
2019;Malta;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;63.9
2010;Netherlands;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;2035.2
2011;Netherlands;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;2142.9
2012;Netherlands;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;2173.1
2013;Netherlands;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;2165.6
2014;Netherlands;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;2164.0
2015;Netherlands;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;2190.0
2016;Netherlands;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;2230.1
2017;Netherlands;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;2269.0
2018;Netherlands;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;2358.5
2019;Netherlands;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;2465.8
2010;Austria;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;838.3
2011;Austria;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;882.4
2012;Austria;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;909.0
2013;Austria;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;928.4
2014;Austria;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;1019.6
2015;Austria;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;1048.1
2016;Austria;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;1075.0
2017;Austria;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;1095.6
2018;Austria;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;1122.2
2019;Austria;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;1142.2
2010;Poland;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;2418.5
2011;Poland;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;2503.9
2012;Poland;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;2617.0
2013;Poland;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;2723.0
2014;Poland;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;2867.2
2015;Poland;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;2959.4
2016;Poland;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;3047.8
2017;Poland;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;3181.1
2018;Poland;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;3265.0
2019;Poland;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;3316.7
2010;Portugal;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;533.9
2011;Portugal;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;600.2
2012;Portugal;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;611.0
2013;Portugal;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;617.5
2014;Portugal;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;681.5
2015;Portugal;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;716.2
2016;Portugal;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;755.3
2017;Portugal;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;767.3
2018;Portugal;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;795.1
2019;Portugal;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;840.6
2010;Romania;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;936.2
2011;Romania;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;980.9
2012;Romania;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;982.1
2013;Romania;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;955.6
2014;Romania;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;989.6
2015;Romania;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;1042.3
2016;Romania;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;1057.2
2017;Romania;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;1059.9
2018;Romania;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;1076.7
2019;Romania;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;1102.5
2010;Slovenia;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;175.7
2011;Slovenia;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;174.0
2012;Slovenia;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;175.2
2013;Slovenia;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;180.8
2014;Slovenia;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;184.8
2015;Slovenia;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;188.5
2016;Slovenia;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;187.0
2017;Slovenia;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;200.3
2018;Slovenia;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;208.5
2019;Slovenia;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;215.9
2010;Slovakia;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;366.7
2011;Slovakia;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;376.9
2012;Slovakia;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;368.8
2013;Slovakia;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;380.3
2014;Slovakia;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;387.7
2015;Slovakia;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;402.2
2016;Slovakia;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;409.4
2017;Slovakia;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;428.7
2018;Slovakia;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;456.3
2019;Slovakia;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;474.6
2010;Finland;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;561.4
2011;Finland;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;587.1
2012;Finland;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;598.6
2013;Finland;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;606.1
2014;Finland;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;614.3
2015;Finland;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;616.5
2016;Finland;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;626.9
2017;Finland;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;641.2
2018;Finland;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;666.4
2019;Finland;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;689.0
2010;Sweden;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;1081.1
2011;Sweden;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;1111.2
2012;Sweden;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;1142.6
2013;Sweden;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;1178.6
2014;Sweden;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;1227.4
2015;Sweden;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;1258.0
2016;Sweden;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;1313.5
2017;Sweden;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;1373.0
2018;Sweden;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;1407.4
2019;Sweden;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;1437.7
2010;United Kingdom;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;6739.4
2011;United Kingdom;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;7624.2
2012;United Kingdom;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;7857.8
2013;United Kingdom;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;7988.3
2014;United Kingdom;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;8216.7
2015;United Kingdom;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;8481.1
2016;United Kingdom;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;8791.0
2017;United Kingdom;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;8850.0
2018;United Kingdom;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;8989.0
2019;United Kingdom;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;9270.2
2010;Iceland;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;32.6
2011;Iceland;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;32.8
2012;Iceland;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;34.4
2013;Iceland;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;36.8
2014;Iceland;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;37.7
2015;Iceland;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;39.5
2016;Iceland;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;43.9
2017;Iceland;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;44.6
2018;Iceland;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;45.9
2019;Iceland;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;48.6
2010;Norway;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;581.6
2011;Norway;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;630.8
2012;Norway;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;648.7
2013;Norway;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;667.1
2014;Norway;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;712.9
2015;Norway;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;727.2
2016;Norway;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;720.8
2017;Norway;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;716.7
2018;Norway;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;731.5
2019;Norway;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;735.9
2010;Switzerland;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;1191.4
2011;Switzerland;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;1165.2
2012;Switzerland;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;1199.8
2013;Switzerland;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;1239.7
2014;Switzerland;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;1271.4
2015;Switzerland;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;1302.4
2016;Switzerland;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;1361.1
2017;Switzerland;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;1392.7
2018;Switzerland;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;1413.8
2019;Switzerland;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;1448.5
2010;Montenegro;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;
2011;Montenegro;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;348.0
2012;Montenegro;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;389.0
2013;Montenegro;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;41.1
2014;Montenegro;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;42.8
2015;Montenegro;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;41.4
2016;Montenegro;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;42.4
2017;Montenegro;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;40.0
2018;Montenegro;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;41.0
2019;Montenegro;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;43.5
2010;North Macedonia;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;93.3
2011;North Macedonia;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;102.9
2012;North Macedonia;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;107.1
2013;North Macedonia;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;101.0
2014;North Macedonia;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;100.8
2015;North Macedonia;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;106.1
2016;North Macedonia;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;114.7
2017;North Macedonia;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;120.4
2018;North Macedonia;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;121.2
2019;North Macedonia;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;129.7
2010;Serbia;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;344.6
2011;Serbia;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;231.2
2012;Serbia;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;240.6
2013;Serbia;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;349.6
2014;Serbia;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;398.2
2015;Serbia;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;398.8
2016;Serbia;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;412.5
2017;Serbia;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;434.4
2018;Serbia;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;456.0
2019;Serbia;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;452.5
2010;Turkey;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;3024.4
2011;Turkey;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;3316.6
2012;Turkey;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;3607.6
2013;Turkey;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;3799.0
2014;Turkey;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;3974.7
2015;Turkey;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;4303.7
2016;Turkey;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;4539.2
2017;Turkey;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;4764.0
2018;Turkey;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;4945.7
2019;Turkey;Males;Persons with tertiary education (ISCED) and/or employed in science and technology;Total - all NACE activities;From 15 to 74 years;Thousand;5152.8
