,ID,Country,Year,Real growth rate,Per capita,In millions,per_capita,thousand_tons
412,440,Lithuania,2005,7.7,7817.0,26141.0,4.1,13902
413,440,Lithuania,2010,1.6,11886.0,37130.0,4.3,13469
414,442,Luxembourg,1985,2.8,12915.0,4738.0,25.0,9168
415,442,Luxembourg,1995,1.4,52894.0,21588.0,20.4,8317
416,442,Luxembourg,2005,3.2,81571.0,37346.0,25.3,11547
417,442,Luxembourg,2010,4.9,104772.0,53212.0,21.6,10968
418,450,Madagascar,1985,1.2,277.0,2791.0,0.1,1056
419,450,Madagascar,1995,1.7,277.0,3726.0,0.1,1265
420,450,Madagascar,2005,4.6,324.0,5942.0,0.1,1742
421,450,Madagascar,2010,0.7,485.0,10250.0,0.1,1958
422,454,Malawi,1985,4.7,281.0,2028.0,0.1,557
423,454,Malawi,1995,9.0,250.0,2474.0,0.1,920
424,454,Malawi,2005,3.3,280.0,3656.0,0.1,876
425,454,Malawi,2010,5.5,453.0,6868.0,0.1,1144
426,458,Malaysia,1985,-1.1,2000.0,31200.0,2.3,36237
427,458,Malaysia,1995,9.8,4334.0,88833.0,5.8,121132
428,458,Malaysia,2005,5.3,5594.0,143534.0,6.7,174487
429,458,Malaysia,2010,7.4,9071.0,255018.0,7.8,218476
430,462,Maldives,1985,13.0,875.0,166.0,0.3,66
431,462,Maldives,1995,7.1,2229.0,566.0,1.0,249
432,462,Maldives,2005,-13.1,3649.0,1163.0,2.1,601
433,462,Maldives,2010,7.3,7100.0,2588.0,2.8,935
434,466,Mali,1985,8.5,161.0,1260.0,0.0,407
435,466,Mali,1995,37.2,295.0,2837.0,0.0,469
436,466,Mali,2005,10.4,488.0,6245.0,0.1,898
437,466,Mali,2010,10.9,708.0,10679.0,0.1,964
438,470,Malta,1985,2.6,3311.0,1156.0,3.4,1199
439,470,Malta,1995,6.3,9722.0,3697.0,5.5,2123
440,470,Malta,2005,3.8,15716.0,6393.0,6.6,2699
441,470,Malta,2010,3.5,21005.0,8741.0,6.2,2560
442,584,Marshall Islands,1995,8.2,2379.0,121.0,1.3,66
443,584,Marshall Islands,2005,2.9,2651.0,138.0,1.7,84
444,584,Marshall Islands,2010,6.4,3143.0,165.0,2.0,103
445,478,Mauritania,1985,3.4,613.0,1085.0,0.4,656
446,478,Mauritania,1995,-2.4,722.0,1681.0,0.5,1074
447,478,Mauritania,2005,9.0,698.0,2184.0,0.5,1588
448,478,Mauritania,2010,4.8,1202.0,4338.0,0.6,2237
449,480,Mauritius,1985,6.9,1134.0,1152.0,0.7,708
450,480,Mauritius,1995,4.4,3786.0,4273.0,1.6,1830
451,480,Mauritius,2005,1.8,5544.0,6775.0,2.6,3297
452,480,Mauritius,2010,4.4,8016.0,10004.0,3.2,3916
453,484,Mexico,1985,2.8,2903.0,224593.0,3.8,288501
454,484,Mexico,1995,-6.3,3829.0,360073.0,3.6,332817
455,484,Mexico,2005,2.3,8089.0,877477.0,4.4,466362
456,484,Mexico,2010,5.1,9016.0,1057801.0,3.9,464308
457,583,Micronesia (Fed. States of),1995,4.2,2063.0,222.0,1.0,106
458,583,Micronesia (Fed. States of),2005,2.1,2360.0,251.0,1.1,121
459,583,Micronesia (Fed. States of),2010,2.0,2862.0,297.0,1.1,114
460,496,Mongolia,1985,5.7,634.0,1218.0,4.7,9028
461,496,Mongolia,1995,6.3,730.0,1678.0,3.4,7921
462,496,Mongolia,2005,7.3,1158.0,2926.0,3.4,8562
463,496,Mongolia,2010,6.4,2650.0,7189.0,5.1,13821
464,499,Montenegro,2010,2.7,6630.0,4139.0,4.1,2582
465,500,Montserrat,1985,5.9,3850.0,44.0,2.2,26
466,500,Montserrat,1995,-8.8,6728.0,69.0,3.3,33
467,500,Montserrat,2005,3.1,10229.0,49.0,6.6,37
468,500,Montserrat,2010,-2.8,11228.0,56.0,13.0,66
469,504,Morocco,1985,6.3,670.0,15111.0,0.8,17866
470,504,Morocco,1995,-6.6,1430.0,38728.0,1.1,30374
471,504,Morocco,2005,3.0,2049.0,62545.0,1.5,45771
472,504,Morocco,2010,4.0,2876.0,93217.0,1.7,55958
473,508,Mozambique,1985,-8.8,624.0,8103.0,0.1,1148
474,508,Mozambique,1995,2.2,163.0,2572.0,0.1,1115
475,508,Mozambique,2005,8.7,369.0,7724.0,0.1,1822
476,508,Mozambique,2010,6.7,419.0,10154.0,0.1,2736
477,104,Myanmar,1985,2.9,177.0,6607.0,0.2,6711
478,104,Myanmar,1995,6.9,180.0,7764.0,0.2,6960
479,104,Myanmar,2005,13.6,246.0,11931.0,0.3,11599
480,104,Myanmar,2010,10.2,826.0,41445.0,0.3,12515
481,516,Namibia,1995,3.9,2382.0,3942.0,1.0,1632
482,516,Namibia,2005,2.5,3504.0,7121.0,1.1,2310
483,516,Namibia,2010,6.0,5192.0,11282.0,1.4,3102
484,520,Nauru,1985,-2.8,4043.0,33.0,15.4,125
485,520,Nauru,1995,-7.9,3496.0,35.0,10.8,106
486,520,Nauru,2005,-12.1,2600.0,26.0,6.1,62
487,520,Nauru,2010,20.1,6234.0,62.0,4.3,44
488,524,Nepal,1985,6.1,164.0,2741.0,0.0,678
489,524,Nepal,1995,3.5,212.0,4534.0,0.1,2035
490,524,Nepal,2005,3.5,322.0,8259.0,0.1,3084
491,524,Nepal,2010,4.8,602.0,16281.0,0.2,5057
492,528,Netherlands,1985,2.6,9911.0,143847.0,10.2,147949
493,528,Netherlands,1995,3.1,29240.0,452287.0,11.6,178634
494,528,Netherlands,2005,2.2,41857.0,685076.0,11.1,181480
495,528,Netherlands,2010,1.4,50744.0,846555.0,11.0,183053
496,530,Netherlands Antilles [former],1995,1.6,14734.0,2571.0,27.5,5225
497,530,Netherlands Antilles [former],2005,1.1,18852.0,3053.0,30.8,5735
498,530,Netherlands Antilles [former],2010,-0.3,21290.0,3848.0,22.0,4562
499,540,New Caledonia,1985,4.5,5480.0,855.0,9.4,1456
500,540,New Caledonia,1995,5.9,19024.0,3628.0,10.9,2076
501,540,New Caledonia,2005,3.6,26801.0,6236.0,12.2,2824
502,540,New Caledonia,2010,6.9,37266.0,9355.0,14.4,3542
503,554,New Zealand,1985,1.6,7376.0,24108.0,6.7,21804
504,554,New Zealand,1995,4.6,17184.0,63151.0,7.4,27132
505,554,New Zealand,2005,3.3,27741.0,114721.0,8.3,34140
506,554,New Zealand,2010,1.0,33543.0,146584.0,7.3,31782
507,558,Nicaragua,1985,-4.1,970.0,3598.0,0.6,1991
508,558,Nicaragua,1995,5.9,893.0,4118.0,0.6,2780
509,558,Nicaragua,2005,4.3,1171.0,6300.0,0.8,4320
510,558,Nicaragua,2010,4.4,1526.0,8759.0,0.8,4536
511,562,Niger,1985,7.7,221.0,1531.0,0.1,997
512,562,Niger,1995,3.3,188.0,1786.0,0.1,810
513,562,Niger,2005,7.4,247.0,3369.0,0.1,715
514,562,Niger,2010,8.4,348.0,5719.0,0.1,1173
515,566,Nigeria,1985,11.3,2139.0,178821.0,0.8,69893
516,566,Nigeria,1995,2.1,454.0,49030.0,0.3,35841
517,566,Nigeria,2005,6.5,1299.0,180502.0,0.8,106068
518,566,Nigeria,2010,7.8,2327.0,369062.0,0.6,91517
519,578,Norway,1985,5.6,15751.0,65417.0,9.8,40715
520,578,Norway,1995,4.2,34813.0,152028.0,7.7,33439
521,578,Norway,2005,2.6,66645.0,308722.0,9.2,42438
522,578,Norway,2010,0.7,87831.0,429131.0,12.3,60106
523,512,Oman,1985,14.5,6861.0,10281.0,5.6,8661
524,512,Oman,1995,4.8,6193.0,13650.0,7.1,15896
525,512,Oman,2005,2.5,12377.0,31082.0,12.3,29893
526,512,Oman,2010,2.0,18757.0,57048.0,16.1,47418
527,586,Pakistan,1985,7.6,421.0,38840.0,0.5,47176
528,586,Pakistan,1995,5.0,629.0,77266.0,0.7,84484
529,586,Pakistan,2005,7.7,765.0,117708.0,0.8,136636
530,586,Pakistan,2010,1.6,1023.0,174508.0,1.0,161396
531,585,Palau,1985,5.4,3006.0,41.0,2.3,161
532,585,Palau,1995,10.0,6398.0,110.0,13.5,235
533,585,Palau,2005,0.2,9611.0,191.0,13.1,260
534,585,Palau,2010,-0.9,8932.0,183.0,12.3,253
535,591,Panama,1985,5.1,2621.0,5817.0,1.2,2629
536,591,Panama,1995,1.8,3354.0,9188.0,1.1,2985
537,591,Panama,2005,7.2,4718.0,15714.0,2.1,6839
538,591,Panama,2010,5.8,8081.0,29440.0,2.5,9164
539,598,Papua New Guinea,1985,3.6,970.0,3682.0,0.6,2127
540,598,Papua New Guinea,1995,-3.3,1486.0,7274.0,0.4,2061
541,598,Papua New Guinea,2005,3.9,1158.0,7312.0,0.7,4386
542,598,Papua New Guinea,2010,10.1,2005.0,14251.0,0.7,4763
543,600,Paraguay,1985,4.0,1094.0,4017.0,0.4,1551
544,600,Paraguay,1995,5.4,1694.0,8066.0,0.8,3964
545,600,Paraguay,2005,2.1,1507.0,8735.0,0.7,3832
546,600,Paraguay,2010,13.1,3228.0,20048.0,0.8,5097
547,604,Peru,1985,2.1,743.0,14529.0,1.0,19512
548,604,Peru,1995,7.4,2220.0,53371.0,1.0,23883
549,604,Peru,2005,6.3,2755.0,76080.0,1.4,37136
550,604,Peru,2010,8.3,5022.0,147528.0,1.9,57594
551,608,Philippines,1985,-7.3,627.0,34052.0,0.5,28049
552,608,Philippines,1995,4.7,1176.0,82121.0,0.9,60711
553,608,Philippines,2005,4.8,1195.0,103072.0,0.9,74832
554,608,Philippines,2010,7.6,2130.0,199591.0,0.9,84869
555,616,Poland,1985,3.6,1975.0,73333.0,12.0,445900
556,616,Poland,1995,7.0,3696.0,142138.0,8.9,344214
557,616,Poland,2005,3.5,7980.0,306127.0,7.9,302539
558,616,Poland,2010,3.6,12507.0,479321.0,8.2,316264
559,620,Portugal,1985,2.8,2716.0,27118.0,2.8,27407
560,620,Portugal,1995,4.3,11639.0,118132.0,5.1,51870
561,620,Portugal,2005,0.8,18674.0,197300.0,6.2,65280
562,620,Portugal,2010,1.9,22371.0,238303.0,4.5,48137
563,634,Qatar,1985,-2.1,16582.0,6153.0,33.7,12405
564,634,Qatar,1995,2.4,15849.0,8138.0,63.4,31789
565,634,Qatar,2005,7.5,51489.0,44530.0,62.1,50957
566,634,Qatar,2010,16.7,70306.0,125122.0,41.1,72508
567,410,Republic of Korea,1985,7.7,2457.0,100273.0,4.4,178334
568,410,Republic of Korea,1995,9.6,12277.0,556129.0,8.4,374771
569,410,Republic of Korea,2005,3.9,18439.0,898137.0,9.8,462922
570,410,Republic of Korea,2010,6.5,22088.0,1094499.0,11.6,566717
571,498,Republic of Moldova,1995,-1.4,407.0,1767.0,2.6,11192
572,498,Republic of Moldova,2005,7.5,719.0,2988.0,1.3,4895
573,498,Republic of Moldova,2010,7.1,1423.0,5812.0,1.2,4932
574,642,Romania,1985,-0.1,2196.0,50742.0,8.5,194344
575,642,Romania,1995,7.1,1640.0,37657.0,5.6,126049
576,642,Romania,2005,4.2,4652.0,99699.0,4.4,96457
577,642,Romania,2010,-2.8,8153.0,166658.0,3.9,79413
578,643,Russian Federation,1995,-4.1,2713.0,402316.0,11.0,1631474
579,643,Russian Federation,2005,6.4,5372.0,771495.0,11.2,1615090
580,643,Russian Federation,2010,4.5,10757.0,1539845.0,11.7,1670531
581,646,Rwanda,1985,4.4,296.0,1813.0,0.1,616
582,646,Rwanda,1995,33.5,208.0,1230.0,0.1,462
583,646,Rwanda,2005,9.4,287.0,2581.0,0.1,528
584,646,Rwanda,2010,7.3,563.0,5772.0,0.1,590
585,659,Saint Kitts and Nevis,1985,8.6,2524.0,106.0,1.2,51
586,659,Saint Kitts and Nevis,1995,5.8,6987.0,300.0,3.0,128
587,659,Saint Kitts and Nevis,2005,8.8,11178.0,543.0,4.0,198
588,659,Saint Kitts and Nevis,2010,-2.2,13708.0,705.0,4.2,220
589,662,Saint Lucia,1985,7.5,1970.0,249.0,1.0,128
590,662,Saint Lucia,1995,1.1,4199.0,617.0,2.1,312
591,662,Saint Lucia,2005,-1.7,5714.0,935.0,2.2,367
592,662,Saint Lucia,2010,0.2,8008.0,1382.0,2.3,403
593,670,Saint Vincent & Grenadines,1985,6.2,1277.0,133.0,0.6,66
594,670,Saint Vincent & Grenadines,1995,7.5,2887.0,312.0,1.2,128
595,670,Saint Vincent & Grenadines,2005,2.5,5065.0,551.0,2.0,220
596,670,Saint Vincent & Grenadines,2010,-3.3,6232.0,681.0,2.0,220
597,882,Samoa,1985,3.9,532.0,85.0,0.7,114
598,882,Samoa,1995,6.0,1151.0,196.0,0.7,117
599,882,Samoa,2005,5.1,2414.0,434.0,0.9,161
600,882,Samoa,2010,4.3,3648.0,679.0,1.0,187
601,678,Sao Tome and Principe,1985,9.3,759.0,79.0,0.6,55
602,678,Sao Tome and Principe,1995,2.0,780.0,99.0,0.4,48
603,678,Sao Tome and Principe,2005,7.1,811.0,126.0,0.5,77
604,678,Sao Tome and Principe,2010,6.7,1130.0,197.0,0.6,99
605,682,Saudi Arabia,1985,-9.8,7877.0,103894.0,13.1,172653
606,682,Saudi Arabia,1995,0.2,7641.0,143152.0,12.7,235161
607,682,Saudi Arabia,2005,5.6,13740.0,328461.0,16.5,397642
608,682,Saudi Arabia,2010,5.0,19260.0,528207.0,18.4,518492
609,686,Senegal,1985,3.8,560.0,3632.0,0.4,2677
610,686,Senegal,1995,4.7,721.0,6306.0,0.4,3495
611,686,Senegal,2005,5.6,1001.0,11267.0,0.6,5812
612,686,Senegal,2010,4.2,1295.0,16725.0,0.6,7745
613,688,Serbia,2010,0.6,5412.0,39460.0,5.1,45955
614,690,Seychelles,1985,10.3,2922.0,204.0,2.2,150
615,690,Seychelles,1995,-0.6,8005.0,614.0,2.7,198
616,690,Seychelles,2005,9.0,10357.0,919.0,8.3,689
617,690,Seychelles,2010,5.9,10612.0,970.0,4.8,444
618,694,Sierra Leone,1985,2.3,362.0,1376.0,0.2,664
619,694,Sierra Leone,1995,-10.0,276.0,1179.0,0.1,400
620,694,Sierra Leone,2005,4.5,292.0,1650.0,0.1,546
621,694,Sierra Leone,2010,5.3,399.0,2578.0,0.1,726
622,702,Singapore,1985,-0.7,6858.0,18555.0,12.3,33417
623,702,Singapore,1995,7.0,25265.0,87892.0,12.1,42174
624,702,Singapore,2005,7.5,28372.0,127418.0,7.1,30359
625,702,Singapore,2010,15.2,46592.0,236420.0,11.0,55643
626,703,Slovakia,1995,5.8,3713.0,19959.0,7.8,42115
627,703,Slovakia,2005,6.8,9069.0,48965.0,7.3,39358
628,703,Slovakia,2010,5.0,16561.0,89501.0,6.7,36241
629,705,Slovenia,1995,4.1,10683.0,21274.0,7.3,14404
630,705,Slovenia,2005,4.0,18206.0,36345.0,7.9,15867
631,705,Slovenia,2010,1.2,23477.0,48014.0,7.5,15335
632,90,Solomon Islands,1985,2.8,591.0,160.0,0.6,150
633,90,Solomon Islands,1995,10.0,1015.0,365.0,0.4,143
634,90,Solomon Islands,2005,12.8,914.0,429.0,0.3,161
635,90,Solomon Islands,2010,10.6,1363.0,720.0,0.4,198
636,706,Somalia,1985,9.5,119.0,810.0,0.1,858
637,706,Somalia,2005,3.0,222.0,2316.0,0.1,594
638,706,Somalia,2010,2.6,91.0,1093.0,0.1,612
639,710,South Africa,1985,-1.2,1768.0,59648.0,9.8,324214
640,710,South Africa,1995,3.1,3741.0,157434.0,8.8,362259
641,710,South Africa,2005,5.3,5280.0,257772.0,8.7,416916
642,710,South Africa,2010,3.0,7276.0,375348.0,9.2,474099
643,724,Spain,1985,2.3,4643.0,180305.0,5.2,201234
644,724,Spain,1995,2.8,15366.0,612943.0,6.1,241611
645,724,Spain,2005,3.7,26276.0,1157248.0,8.1,353462
646,724,Spain,2010,0.0,30598.0,1431617.0,5.8,270911
647,144,Sri Lanka,1985,5.0,425.0,6873.0,0.3,3957
648,144,Sri Lanka,1995,5.5,838.0,15293.0,0.3,5904
649,144,Sri Lanka,2005,6.2,1431.0,27932.0,0.6,12101
650,144,Sri Lanka,2010,8.0,2808.0,56726.0,0.7,13264
651,275,State of Palestine,1995,7.1,1254.0,3283.0,0.4,946
652,275,State of Palestine,2005,10.8,1351.0,4832.0,0.8,2743
653,275,State of Palestine,2010,8.1,2192.0,8913.0,0.5,2035
654,736,Sudan [former],1985,5.4,292.0,6624.0,0.2,4074
655,736,Sudan [former],1995,6.0,435.0,12847.0,0.1,4298
656,736,Sudan [former],2005,9.0,902.0,35183.0,0.3,10983
657,736,Sudan [former],2010,6.6,1567.0,69665.0,0.4,15940
658,740,Suriname,1985,14.0,3221.0,1196.0,4.3,1599
659,740,Suriname,1995,0.0,1903.0,844.0,4.7,2065
660,740,Suriname,2005,3.9,4395.0,2193.0,3.2,1595
661,740,Suriname,2010,5.2,8303.0,4368.0,4.6,2402
662,752,Sweden,1985,2.2,13477.0,112640.0,7.5,62394
663,752,Sweden,1995,4.0,29915.0,264346.0,6.2,55155
664,752,Sweden,2005,2.8,43092.0,389489.0,5.7,51562
665,752,Sweden,2010,6.0,52066.0,488909.0,5.5,52024
666,756,Switzerland,1985,3.7,16692.0,107765.0,6.1,39827
667,756,Switzerland,1995,0.5,48817.0,342626.0,5.5,39226
668,756,Switzerland,2005,3.1,55153.0,408697.0,5.5,41338
669,756,Switzerland,2010,3.0,74538.0,583783.0,5.0,38995
670,760,Syrian Arab Republic,1985,6.1,944.0,10050.0,2.8,29651
671,760,Syrian Arab Republic,1995,7.0,944.0,13547.0,2.9,41664
672,760,Syrian Arab Republic,2005,6.2,1552.0,28397.0,2.8,50627
673,760,Syrian Arab Republic,2010,3.4,2877.0,60465.0,3.0,61606
674,762,Tajikistan,1995,-12.4,211.0,1218.0,0.4,2450
675,762,Tajikistan,2005,6.7,337.0,2312.0,0.4,2442
676,762,Tajikistan,2010,6.5,738.0,5642.0,0.3,2545
677,764,Thailand,1985,4.6,775.0,40313.0,0.9,48672
678,764,Thailand,1995,8.1,2845.0,169279.0,2.7,161154
679,764,Thailand,2005,4.2,2894.0,189318.0,3.7,247467
680,764,Thailand,2010,7.5,5075.0,341105.0,4.2,281926
681,626,Timor-Leste,2005,35.9,1767.0,1814.0,0.2,176
682,626,Timor-Leste,2010,-1.2,3604.0,3999.0,0.2,235
683,768,Togo,1985,3.7,264.0,860.0,0.2,550
684,768,Togo,1995,6.8,389.0,1663.0,0.2,953
685,768,Togo,2005,-4.7,401.0,2281.0,0.3,1338
686,768,Togo,2010,6.1,527.0,3426.0,0.4,2640
687,776,Tonga,1985,6.6,779.0,73.0,0.5,48
688,776,Tonga,1995,4.0,2115.0,203.0,1.0,95
689,776,Tonga,2005,1.6,2589.0,262.0,1.1,114
690,776,Tonga,2010,3.6,3590.0,374.0,1.1,117
691,780,Trinidad and Tobago,1985,-4.1,6282.0,7355.0,17.7,20755
692,780,Trinidad and Tobago,1995,4.0,4235.0,5314.0,13.5,17022
693,780,Trinidad and Tobago,2005,6.2,12289.0,15938.0,29.0,38151
694,780,Trinidad and Tobago,2010,3.3,16611.0,22062.0,36.1,47935
695,788,Tunisia,1985,5.7,1261.0,9234.0,1.6,11940
696,788,Tunisia,1995,2.3,2172.0,19795.0,1.8,15735
697,788,Tunisia,2005,4.0,3194.0,32272.0,2.3,22662
698,788,Tunisia,2010,3.0,4140.0,44051.0,2.6,27660
699,792,Turkey,1985,4.2,1884.0,92554.0,2.2,106717
700,792,Turkey,1995,7.2,3985.0,233085.0,2.9,171975
701,792,Turkey,2005,9.0,7384.0,501423.0,3.5,237391
702,792,Turkey,2010,8.5,10672.0,771877.0,4.1,298002
703,795,Turkmenistan,1995,-7.2,520.0,2190.0,8.1,34000
704,795,Turkmenistan,2005,13.0,2982.0,14176.0,10.2,48338
705,795,Turkmenistan,2010,9.2,4439.0,22583.0,11.4,57290
706,796,Turks and Caicos Islands,1995,7.3,12425.0,191.0,3.0,48
707,796,Turks and Caicos Islands,2005,14.4,21879.0,579.0,4.0,121
708,796,Turks and Caicos Islands,2010,1.0,22159.0,687.0,6.1,191
709,800,Uganda,1985,-0.3,324.0,4743.0,0.0,620
710,800,Uganda,1995,9.4,348.0,7148.0,0.0,939
711,800,Uganda,2005,10.0,391.0,11158.0,0.1,2171
712,800,Uganda,2010,8.2,580.0,19683.0,0.1,3920
713,804,Ukraine,1995,-12.2,990.0,50379.0,8.7,445944
714,804,Ukraine,2005,3.1,1903.0,89239.0,7.1,333877
715,804,Ukraine,2010,0.3,2970.0,136012.0,6.7,304643
716,784,United Arab Emirates,1985,-2.4,29571.0,41134.0,37.0,49926
717,784,United Arab Emirates,1995,8.2,27198.0,66603.0,30.1,70641
718,784,United Arab Emirates,2005,4.9,39955.0,182978.0,28.5,116149
719,784,United Arab Emirates,2010,1.6,35038.0,289787.0,19.3,160813
720,826,United Kingdom,1985,4.2,8665.0,489256.0,9.9,559856
721,826,United Kingdom,1995,3.9,23042.0,1335930.0,9.2,538118
722,826,United Kingdom,2005,3.1,41883.0,2525013.0,9.0,542580
723,826,United Kingdom,2010,1.7,38746.0,2452900.0,7.8,493208
724,834,United Rep. of Tanzania,1985,4.6,534.0,11654.0,0.1,2358
725,834,United Rep. of Tanzania,1995,3.6,260.0,7575.0,0.1,3553
726,834,United Rep. of Tanzania,2005,7.4,471.0,18072.0,0.1,5504
727,834,United Rep. of Tanzania,2010,6.4,694.0,31105.0,0.1,7107
728,840,United States of America,1985,4.2,18017.0,4338979.0,18.4,4492555
729,840,United States of America,1995,2.7,28758.0,7639749.0,19.0,5132920
730,840,United States of America,2005,3.5,44173.0,13036637.0,19.3,5789727
731,840,United States of America,2010,2.6,48574.0,14992052.0,17.2,5395532
732,858,Uruguay,1985,1.5,1735.0,5226.0,1.1,3297
733,858,Uruguay,1995,-1.5,6609.0,21312.0,1.4,4591
734,858,Uruguay,2005,7.5,5221.0,17363.0,1.7,5776
735,858,Uruguay,2010,7.8,11938.0,40285.0,1.9,6388
736,860,Uzbekistan,1995,-0.9,589.0,13474.0,4.5,103435
737,860,Uzbekistan,2005,7.0,543.0,14396.0,4.5,117249
738,860,Uzbekistan,2010,8.5,1382.0,39526.0,3.7,104168
739,548,Vanuatu,1985,1.1,1020.0,133.0,1.0,121
740,548,Vanuatu,1995,4.7,1621.0,273.0,0.4,66
741,548,Vanuatu,2005,5.3,1886.0,395.0,0.3,59
742,548,Vanuatu,2010,1.6,2966.0,701.0,0.5,121
743,862,Venezuela (Boliv. Rep. of),1985,0.2,3425.0,59963.0,5.9,101279
744,862,Venezuela (Boliv. Rep. of),1995,4.0,3375.0,74889.0,6.1,133350
745,862,Venezuela (Boliv. Rep. of),2005,10.3,5433.0,145514.0,6.2,165096
746,862,Venezuela (Boliv. Rep. of),2010,-1.5,13566.0,393806.0,6.5,189071
747,704,Viet Nam,1985,5.6,79.0,4797.0,0.4,21166
748,704,Viet Nam,1995,9.5,276.0,20736.0,0.4,29090
749,704,Viet Nam,2005,7.5,684.0,57633.0,1.2,98144
750,704,Viet Nam,2010,6.4,1310.0,115932.0,1.6,142738
751,887,Yemen,1995,16.7,387.0,5936.0,0.7,10466
752,887,Yemen,2005,5.1,925.0,19041.0,1.0,20044
753,887,Yemen,2010,3.3,1309.0,30907.0,1.0,23432
754,894,Zambia,1985,0.0,399.0,2772.0,0.4,2754
755,894,Zambia,1995,2.9,417.0,3807.0,0.3,2171
756,894,Zambia,2005,7.2,691.0,8332.0,0.2,2288
757,894,Zambia,2010,10.3,1463.0,20265.0,0.2,2692
758,716,Zimbabwe,1985,6.9,872.0,7548.0,1.2,10264
759,716,Zimbabwe,1995,0.2,846.0,9576.0,1.3,15130
760,716,Zimbabwe,2005,-4.1,481.0,6223.0,0.8,10770
761,716,Zimbabwe,2010,12.6,720.0,10142.0,0.6,7778
