id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,availability_365
6377669,"""Your home away from home #2",33166971,Miriam,Brooklyn,Bushwick,40.68541,-73.91211,Private room,53,2,56,2019-06-01,1.12,81
6384275,GARDEN OASIS CLINTON HILL BROWNSTON,252121,Emiliano,Brooklyn,Clinton Hill,40.68374,-73.96452,Entire home/apt,130,3,97,2019-06-17,1.95,348
6385039,Historic room in renovated brownstone,2881,Loli,Brooklyn,Bedford-Stuyvesant,40.68473,-73.946,Private room,52,2,110,2019-07-01,2.63,220
6395433,Charming Private Suite in the South Bronx,23693099,Justin,Bronx,Concourse Village,40.82809,-73.9159,Entire home/apt,65,4,107,2019-06-24,2.3,210
6399885,Beautiful 2bdroom apartmnt,33368633,John,Queens,Forest Hills,40.72391,-73.84407,Entire home/apt,168,3,133,2019-06-07,2.64,336
6401500,"Wburg Penthouse, Private elevator, balcony, roof",5463220,Nick And Jade,Brooklyn,Williamsburg,40.712579999999996,-73.95555999999999,Entire home/apt,201,2,175,2019-07-01,3.53,68
6410511,"Big space, great price, a home by Mnhn, best in BK",10136764,Michael,Brooklyn,Crown Heights,40.677659999999996,-73.93934,Entire home/apt,119,4,91,2019-06-21,1.81,316
6412693,Cozy Room in Washington Heights Apt,11555845,Elizabeth And Elias,Manhattan,Washington Heights,40.84543,-73.94283,Private room,58,1,148,2019-06-12,3.58,280
6421799,relaxed and simple in Williamsburg,3011903,Matthew,Brooklyn,Williamsburg,40.7105,-73.9451,Private room,99,4,58,2019-05-27,1.25,307
6422511,My Little Guest Apartment,2680820,Linda,Queens,Flushing,40.753479999999996,-73.81785,Entire home/apt,105,2,204,2019-06-24,4.05,313
6422875,Brooklyn Creative Snooze Factory,33510832,Benjamin,Brooklyn,Bedford-Stuyvesant,40.69271,-73.94353000000001,Private room,70,1,397,2019-06-28,7.97,35
6428482,2C  Private Rm in Guesthouse Manhattan,7831209,Bobi,Manhattan,East Harlem,40.80749,-73.93803,Private room,50,1,103,2019-05-31,2.07,365
6429905,Unique Space in Red Hook,33558572,Kim,Brooklyn,Red Hook,40.67731,-74.0112,Entire home/apt,160,2,64,2019-06-16,1.27,341
6438456,"Private! entire studio, own entrance, private bath",33614329,Walter,Brooklyn,Bushwick,40.69528,-73.93079,Entire home/apt,85,1,208,2019-07-06,4.14,197
6445173,Luxury Williamsburg Duplex w/ Yard!,5622480,Gigi,Brooklyn,Williamsburg,40.711059999999996,-73.94918,Entire home/apt,250,2,176,2019-06-23,3.51,275
6447136,Magical Oasis in Bushwick! 20 min to City,33648474,Leah,Brooklyn,Bushwick,40.6971,-73.92045999999999,Entire home/apt,120,2,56,2019-07-04,1.11,314
6447332,"Perfect Room, East Village Dream",2223278,Michael,Manhattan,East Village,40.726440000000004,-73.97865999999999,Private room,115,2,246,2019-06-29,4.94,69
6450118,Sunny Spacious Room/Friendly Rates,9522524,Nancy,Brooklyn,Canarsie,40.64548,-73.8949,Private room,37,5,72,2019-05-28,1.43,322
6450408,3 Bedroom Apt in Williamsburg w Private Rooftop,640117,Simon,Brooklyn,Williamsburg,40.714079999999996,-73.95708,Entire home/apt,320,4,56,2019-06-23,1.13,141
6452188,The Brownstone 2 / Luxury 1 Bd Apt,276291,Simon,Manhattan,East Harlem,40.80755,-73.94141,Entire home/apt,155,3,116,2019-06-29,2.36,247
6457367,Studio Apt With Backyard,33722691,Danny And June,Brooklyn,Clinton Hill,40.69298,-73.96851,Entire home/apt,110,1,179,2019-06-15,3.56,118
6462549,Private room,3312204,Olga,Manhattan,Upper East Side,40.772240000000004,-73.94844,Private room,49,2,78,2018-04-16,1.66,182
6463098,Sweet Home at Washington high everyone is welcome,32430692,Frank,Manhattan,Washington Heights,40.84405,-73.93796,Private room,50,1,10,2019-07-06,8.82,71
6467744,Cozy Williamsburg Brooklyn Space,645887,Dave & Theresa,Brooklyn,Williamsburg,40.713229999999996,-73.94699,Entire home/apt,110,3,137,2019-07-03,3.51,154
6492185,A beautiful and friendly beach area,33929905,Oleg,Brooklyn,Manhattan Beach,40.578720000000004,-73.95251,Entire home/apt,145,4,59,2019-06-17,1.24,157
6492778,"2 Bedroom fully furnished apt,Clinton Hill BK",21575456,Myrdith,Brooklyn,Clinton Hill,40.68502,-73.96073,Entire home/apt,175,1,150,2019-07-05,2.98,300
6493181,"Sunny & Tall 1 BR, Central Pk,Train",26270573,Joe,Manhattan,Upper East Side,40.77025,-73.95491,Entire home/apt,200,5,95,2019-05-26,1.95,182
6500246,BROWNSTONE BUILDING IN CLINTON HILLS,33977124,Donovan,Brooklyn,Bedford-Stuyvesant,40.685790000000004,-73.95535,Private room,65,2,49,2019-06-14,1.42,310
6505927,Casa de la Luna -Bedford Stuyvesant,12798614,Jessica,Brooklyn,Bedford-Stuyvesant,40.68997,-73.94205,Entire home/apt,133,2,49,2019-06-24,1.0,319
6520350,The Kook House  - Rockaways BEST Summer House!!,4089529,Michael,Queens,Arverne,40.593990000000005,-73.79693,Entire home/apt,300,1,67,2019-07-07,1.34,344
6538963,Art filled Brooklyn Hideaway with private bathroom,34197591,Daniela,Brooklyn,Bedford-Stuyvesant,40.6832,-73.95455,Private room,80,3,131,2019-07-06,2.64,140
6540907,Sunny Bedroom near major stations,31298029,Cynthia,Brooklyn,Fort Greene,40.68626,-73.97138000000001,Private room,80,2,124,2019-06-15,2.5,251
6541532,Amazing UWS /Central Park West Location,33975302,Kirsten,Manhattan,Upper West Side,40.79909,-73.9602,Private room,90,1,185,2019-07-07,3.71,60
6545519,Amazing Studio-Loft w/Outdoor Space,3174520,Peter,Manhattan,Greenwich Village,40.733990000000006,-73.99305,Entire home/apt,185,2,52,2019-01-01,1.04,35
6546016,Harlem luxury w/ great amenities!,10771238,Justin,Manhattan,Harlem,40.82589,-73.95094,Private room,80,2,126,2019-06-19,2.65,173
6553257,Royal Oxford,34272645,Jean,Staten Island,Tompkinsville,40.634890000000006,-74.08592,Entire home/apt,105,3,69,2019-06-16,1.49,343
6553559,"City view, Long Island City 1 BR",33945670,Eli,Queens,Long Island City,40.74876,-73.94507,Entire home/apt,130,1,137,2019-06-13,2.82,197
6559453,Private Rm–Industrial Loft–Bushwick,34306160,Dan,Brooklyn,Williamsburg,40.70306,-73.93629,Private room,60,4,87,2019-06-27,1.75,96
6559926,"Sunny 1Bdr + 2 Big Sofabed, Clean!",26270573,Joe,Manhattan,Upper East Side,40.77205,-73.95339,Entire home/apt,240,5,82,2019-06-08,1.87,158
6569350,Bright Brooklyn Bed-Stuy Apartment,22261783,Gregory,Brooklyn,Bedford-Stuyvesant,40.68258,-73.93893,Entire home/apt,145,3,130,2019-07-06,2.63,105
6572570,Charming Private Entrance — 30 Min to Manhattan!,16139880,Ksenia & Masha,Brooklyn,Bedford-Stuyvesant,40.677,-73.91677,Private room,78,3,108,2019-05-30,2.17,158
6576336,Large Private Studio Newly Renevated,34397256,Nanda,Queens,Ozone Park,40.6904,-73.83726999999999,Private room,70,2,114,2019-06-28,2.47,310
6582117,Cozy Private Bdrm/Bthrm in Midtown,23607132,Rebecca,Manhattan,Midtown,40.765390000000004,-73.97896999999999,Private room,180,2,62,2019-05-25,1.34,261
6585028,ROOFTOP TERRACE ROOM @ ELEGANT HOME NEAR JFK,19866189,Natasha,Queens,Arverne,40.58977,-73.79498000000001,Private room,149,1,56,2019-07-06,1.14,361
6590570,Harlem Treasure,9777215,Theresa,Manhattan,Harlem,40.81346,-73.94458,Entire home/apt,177,3,122,2019-06-20,2.49,199
6596747,Bedroom in FABULOUS W. Village Apt!,4654046,Kate,Manhattan,West Village,40.73086,-74.00506999999999,Private room,105,2,111,2019-07-04,2.31,92
6601284,Gorgeous Garden Apartment in Park Slope,1021060,Marc,Brooklyn,South Slope,40.66564,-73.98465,Entire home/apt,145,3,133,2019-07-07,3.69,277
6603534,Private Small Grey Room,9922972,Memo & Iso,Brooklyn,Bedford-Stuyvesant,40.68517,-73.93473,Private room,30,1,107,2019-06-15,2.18,345
6608246,Duplex Suite Sleeps 8,26415767,Christopher,Brooklyn,Sunset Park,40.6655,-73.99501,Entire home/apt,225,3,52,2019-06-25,1.12,297
6608666,Lively Rm w/Private Entrance & Bath,34546849,Amber,Brooklyn,Bedford-Stuyvesant,40.68736,-73.92827,Private room,70,2,131,2019-06-24,2.63,255
6609871,COMFORTABLE NYC RETREAT,6375533,LaNola,Manhattan,East Harlem,40.78828,-73.9484,Entire home/apt,175,1,70,2019-06-27,1.62,123
6611547,Private Park Slope Brooklyn Hideaway,34595916,Andrew,Brooklyn,South Slope,40.669340000000005,-73.98793,Entire home/apt,95,5,161,2019-07-01,3.22,207
6611592,Modern luxury apartment - easy subway to Manhattan,4124666,Rafik,Queens,Ditmars Steinway,40.7724,-73.90474,Entire home/apt,180,1,145,2019-07-04,3.55,33
6611652,Garden Commons Bushwick 5 Bedroom,21823,Greg,Brooklyn,Bushwick,40.68779,-73.91407,Entire home/apt,375,3,46,2019-06-20,1.07,217
6612664,Great BedRoom in Hell's Kitchen,1797304,Marg,Manhattan,Hell's Kitchen,40.7617,-73.99244,Private room,75,5,53,2019-06-26,1.34,239
6613354,CHARMING ONE BEDROOM APT IN LES/CHINATOWN,34608427,Aixa,Manhattan,Lower East Side,40.71855,-73.9895,Entire home/apt,184,4,11,2019-06-08,1.2,273
6619589,PRIVATE MODERN ENTIRE APT FOR YOU,4265630,Nowme And Ra,Brooklyn,Flatbush,40.64683,-73.95429,Entire home/apt,110,3,58,2019-06-24,1.18,205
6619984,Charming Home in Brooklyn Townhouse,263882,Eva Maria,Brooklyn,Bedford-Stuyvesant,40.68023,-73.91046999999999,Entire home/apt,189,2,92,2019-06-30,1.95,239
6628193,Private Bedroom near Central Park,3274213,Levi & Kaz,Manhattan,Upper West Side,40.78602,-73.97729,Private room,89,2,133,2019-07-01,2.8,155
6635179,Home in Lower East Side,3173147,Andrea,Manhattan,Lower East Side,40.71968,-73.98708,Entire home/apt,250,3,68,2019-06-08,1.36,166
6639120,King Bed in Trendy Lower East Side,240740,Ariel,Manhattan,Lower East Side,40.7192,-73.99139,Private room,140,1,221,2019-06-18,4.59,187
6653095,Come to Know  New York III,25812962,Claudio & Rose,Manhattan,East Harlem,40.79052,-73.94364,Private room,70,1,33,2019-05-11,1.28,313
6656567,Modern Room in Huge Apartament in Manhattan,33622924,Besinfe,Manhattan,Harlem,40.83155,-73.94804,Private room,85,1,52,2019-06-19,1.39,355
6660046,Bespoke Williamsburg Row House,1761447,Marc,Brooklyn,Williamsburg,40.7123,-73.95401,Entire home/apt,177,3,78,2019-06-03,1.68,177
6660373,Come to Know New York II,25812962,Claudio & Rose,Manhattan,East Harlem,40.791309999999996,-73.94344,Private room,40,1,62,2019-07-05,1.35,257
6662112,Charming Manhattan 2 Bedroom,29212339,Linda,Manhattan,Harlem,40.799820000000004,-73.95405,Entire home/apt,140,1,52,2019-05-28,1.05,222
6678082,Newly renovated amazing 2 bedrooms,34371968,Alexandre,Brooklyn,Bedford-Stuyvesant,40.68207,-73.93279,Entire home/apt,150,4,70,2019-06-26,1.54,293
6680201,NYC Crash Pad,30839692,Stavros,Queens,Flushing,40.75394,-73.80538,Private room,45,2,186,2019-06-26,3.74,170
6691625,Elegant private room in beautiful apartment,2135117,Susan,Brooklyn,Windsor Terrace,40.65766,-73.97927,Private room,52,2,53,2019-07-07,2.87,55
6712530,⭐️Harlem getaway w/ great amenities,10771238,Justin,Manhattan,Harlem,40.82608,-73.9525,Private room,80,2,185,2019-06-19,3.72,203
6717053,Lovely Studio in Flushing/kew Garde,34992043,Frances,Queens,Flushing,40.74024,-73.83105,Private room,68,1,222,2019-07-04,4.48,330
6717544,Relaxing Home for your NY Trip,35174506,Michelle,Brooklyn,Bensonhurst,40.61625,-73.9916,Private room,50,2,9,2019-06-23,1.41,81
6732446,Sunny & Happy Room in Williamsburg,5532810,Sandy,Brooklyn,Williamsburg,40.71676,-73.9439,Private room,70,2,99,2019-06-16,2.02,37
6746003,Retro Style Living In New York City,1211067,"Hans, Sandra & Son",Staten Island,Tompkinsville,40.62154,-74.08700999999999,Private room,49,2,100,2019-06-29,2.12,284
6747193,Room & Breakfast-   Room 2,35322092,Rhemy,Brooklyn,Bedford-Stuyvesant,40.68649,-73.92783,Private room,49,1,107,2019-07-06,2.19,69
6748032,Beloved Brooklyn style apartment,35329789,Simone,Brooklyn,Sunset Park,40.66002,-73.99073,Entire home/apt,80,4,152,2019-06-19,3.08,142
6749285,Sunny 2 Bedroom Brownstone Apt.,4195861,Doris,Brooklyn,Crown Heights,40.67837,-73.95517,Entire home/apt,150,3,208,2019-07-01,4.36,238
6764316,GIANT LOFT IN DUMBO -- BY BROOKLYN BRIDGE PARK,362418,Julia,Brooklyn,DUMBO,40.703179999999996,-73.9878,Private room,125,3,181,2019-07-05,3.67,111
6768399,3)Cozy Sunny Warm Room  阳光温馨单房 停车容易,30616879,Anna,Queens,Flushing,40.75443,-73.80787,Private room,48,2,53,2019-04-07,1.07,153
6775943,JFK Studio Flat with Kitchen and Private bathroom,9284163,Antonio,Queens,Woodhaven,40.689820000000005,-73.85379,Entire home/apt,65,2,85,2019-06-24,2.4,311
6776698,JFK SPACIOUS ROOM / A  4  BLOCKS TO SUBWAY,9284163,Antonio,Queens,Woodhaven,40.68955,-73.85348,Private room,39,2,262,2019-06-23,5.28,346
6784207,Single Room in 2 bedroom apt.,6387355,Eric,Brooklyn,Bushwick,40.69959,-73.92975,Private room,64,2,48,2019-06-22,1.0,318
6786181,R&S Modern Spacious Hideaway,32722063,,Brooklyn,East Flatbush,40.64345,-73.93643,Entire home/apt,100,2,157,2019-06-19,3.18,342
6786761,[202] 5 min WALK to Times Square!,35524316,Yasu & Akiko,Manhattan,Hell's Kitchen,40.76037,-73.99084,Private room,155,1,176,2019-06-19,3.57,248
6787310,[205] 5 min WALK to Times Square,35524316,Yasu & Akiko,Manhattan,Hell's Kitchen,40.76044,-73.98903,Private room,210,1,182,2019-06-23,3.69,249
6795568,[203] 5 min WALK to Times Square,35524316,Yasu & Akiko,Manhattan,Hell's Kitchen,40.7614,-73.98954,Private room,155,1,179,2019-06-20,3.66,243
6795657,Beautiful newly renovated apartment,33622924,Besinfe,Manhattan,Harlem,40.83174,-73.94686,Private room,75,1,134,2019-06-30,3.13,354
6796530,Stay in our wonderful loft!,35574300,Spanky,Brooklyn,Gowanus,40.67928,-73.98254,Private room,98,1,238,2019-07-01,4.85,236
6799692,[206] 5 min WALK to Times Square,35524316,Yasu & Akiko,Manhattan,Hell's Kitchen,40.7618,-73.99093,Private room,255,1,192,2019-06-26,3.91,305
6799895,[301] 5 min WALK to Times Square,35524316,Yasu & Akiko,Manhattan,Hell's Kitchen,40.76146,-73.99109,Private room,155,1,201,2019-06-28,4.1,240
6799932,[302] 5 min WALK to Times Square,35524316,Yasu & Akiko,Manhattan,Hell's Kitchen,40.76015,-73.99086,Private room,155,1,200,2019-06-16,4.07,240
6799957,[303] 5 min WALK to Times Square,35524316,Yasu & Akiko,Manhattan,Hell's Kitchen,40.75987,-73.99056,Private room,155,1,203,2019-06-13,4.13,211
6799999,[305] 5 min WALK to Times Square!,35524316,Yasu & Akiko,Manhattan,Hell's Kitchen,40.76036,-73.99073,Private room,165,1,153,2019-06-15,3.16,271
6800277,[307] 5 min WALK to Times Square,35524316,Yasu & Akiko,Manhattan,Hell's Kitchen,40.76185,-73.99126,Private room,155,1,189,2019-06-23,3.86,245
6800576,1 BEDROOM IN 3 BEDROOMS APARTMENT,7858210,Maxime,Manhattan,Harlem,40.81456,-73.94159,Private room,65,2,105,2019-06-14,2.12,180
6808818,Big Room With Piano & Tin Ceilings,23582893,Laramie,Brooklyn,Bushwick,40.68908,-73.91452,Private room,61,2,59,2019-06-23,1.22,102
6812061,"6 minutes from La Guardia Airpt. Quiet, Clean Room",35660592,Luis,Queens,Maspeth,40.73878,-73.89423000000001,Private room,65,2,92,2019-06-15,1.87,79
6812924,Charming 1BD- 10 min to Manhattan & Central Park,19109608,Elle,Queens,Astoria,40.762190000000004,-73.91963,Entire home/apt,135,1,229,2019-06-16,4.65,89
6827028,ROOMY 2BA/3BD - Parking Included,10630723,Nancy,Brooklyn,Bedford-Stuyvesant,40.6888,-73.93545,Entire home/apt,177,3,144,2019-07-02,3.02,260
6833755,New Charming Brooklyn 1 Bed Apartment,2851131,Craig,Brooklyn,Bedford-Stuyvesant,40.68175,-73.91144,Entire home/apt,90,2,23,2019-05-28,3.65,190
6836485,Lovely and quiet garden studio,14261988,Gretchen,Brooklyn,Flatbush,40.6412,-73.95302,Entire home/apt,70,2,150,2019-06-22,3.34,222
6853271,Unique Studio apartment in the heart of Chelsea!,3997451,Maria,Manhattan,Chelsea,40.74153,-74.00036,Entire home/apt,150,2,106,2019-06-30,2.29,318
6855514,Clean & sunny private room (fits 3),24260658,Kristy,Manhattan,East Harlem,40.79487,-73.93477,Private room,110,2,68,2019-06-22,1.39,44
6865053,Bright and Calm in Manhattan's LES,35969865,Justin,Manhattan,Lower East Side,40.714490000000005,-73.9874,Private room,89,3,68,2019-06-15,1.38,252
6866960,Elegant 3 BR in Victorian Home by Brooklyn College,35983559,Laura,Brooklyn,East Flatbush,40.63868,-73.95049,Entire home/apt,150,4,93,2019-07-03,1.93,320
6887755,Spacious and nice 2BR near Subway,21426910,Allen,Brooklyn,Gravesend,40.596270000000004,-73.97287,Entire home/apt,109,2,224,2019-07-05,4.7,73
6897911,Chic and Cozy Heart of Williamsburg,72773,Guillerma,Brooklyn,Williamsburg,40.720040000000004,-73.95615,Private room,100,3,51,2019-06-22,1.07,345
6900168,Wanderlust. A perfect private space to unwind.,2831384,Mustafa,Queens,Woodside,40.74198,-73.89558000000001,Entire home/apt,125,1,262,2019-07-06,5.37,246
6901401,Spacious Contemporary Living,36164182,Glender,Brooklyn,Bushwick,40.69712,-73.93325,Entire home/apt,155,2,114,2019-06-30,2.86,250
6901856,Spacious Modern Contemp Living 2,36164182,Glender,Brooklyn,Bushwick,40.69768,-73.93359,Private room,80,2,51,2019-05-11,1.04,249
6908837,**Caribbean Blue- 8 mins to JFK **,36205028,Mrs. T,Queens,Jamaica,40.686370000000004,-73.79214,Private room,53,1,189,2019-06-21,3.9,348
6912211,Retreat Near Manhattan,21183428,Jae (Owen's Wife),Brooklyn,Bedford-Stuyvesant,40.684020000000004,-73.95573,Entire home/apt,122,3,101,2019-05-09,2.08,293
6930780,Beautiful Sunny Top Floor 1BD Flat,36333834,Paul,Brooklyn,Bedford-Stuyvesant,40.68378,-73.93573,Entire home/apt,139,4,152,2019-06-13,3.26,281
6939597,Full garden apartment in Brownstone,2723812,Libertad,Bronx,Mott Haven,40.80993,-73.92613,Entire home/apt,100,2,57,2019-06-23,1.17,284
6949526,"Brooklyn's heart,
 Ft Greene! 1day free bicycle",36434721,Gabriel,Brooklyn,Fort Greene,40.68503,-73.9742,Entire home/apt,160,1,70,2019-06-30,1.43,356
6957168,Charming Carroll Gardens 2 bed apt,22346913,Gideon,Brooklyn,Carroll Gardens,40.68153,-74.0016,Entire home/apt,220,2,118,2019-06-19,2.51,277
6977204,Private Room in Very Convenient Location,687062,Sarah,Manhattan,Harlem,40.81398,-73.95213000000001,Private room,65,1,142,2019-06-21,4.22,93
6992831,Big 1 Bedroom Brooklyn Ditmas Park,36663321,Mel,Brooklyn,Flatbush,40.635040000000004,-73.96603,Private room,60,3,173,2019-06-25,3.52,281
7009152,Four stops to Manhattan!,22908412,Donna,Brooklyn,Crown Heights,40.67259,-73.95831,Private room,65,2,155,2019-06-22,3.17,117
7024138,Sunny - Large Two Bedroom,12930988,Be,Manhattan,Upper East Side,40.78402,-73.94974,Entire home/apt,222,2,94,2019-06-23,2.16,281
7024778,Charming & Modern One Bedroom in BK,238354,Israel,Brooklyn,Clinton Hill,40.68524,-73.9607,Entire home/apt,150,3,125,2019-06-25,2.6,271
7033271,Amazing room in uptown Manhattan,27439022,Boris,Manhattan,Washington Heights,40.85008,-73.94277,Private room,85,2,95,2019-07-06,1.96,321
7035513,Sunny 1BR on UES.,36885571,Vitaly,Manhattan,Upper East Side,40.77098,-73.95034,Entire home/apt,153,1,76,2019-06-23,1.61,305
7036290,NYC Chauncey 2 .20 min to manhattan,36889012,Michael,Brooklyn,Bedford-Stuyvesant,40.68237,-73.91977,Private room,50,1,123,2019-03-17,2.95,349
7037791,Alexander's 2BR Luxury Quarters,36899834,Juan,Brooklyn,Bedford-Stuyvesant,40.6874,-73.9383,Entire home/apt,180,3,123,2019-06-26,2.53,211
7037918,"Near LGA, Citifield, US Open Tennis",36242220,Carmen,Queens,East Elmhurst,40.76578,-73.86424,Private room,60,1,209,2019-06-11,4.38,364
7043746,2 block walk from the beach in NYC,36935244,Vladimir,Queens,Arverne,40.5927,-73.7899,Entire home/apt,250,2,89,2019-05-26,1.82,300
7064935,Private Room in Gorgeous  Apartment In Manhattan,33622924,Besinfe,Manhattan,Harlem,40.8298,-73.94683,Private room,70,1,141,2019-06-20,2.99,348
7067406,Lovely Apt. heart of  W. Village,10174191,Chris,Manhattan,West Village,40.73055,-74.00435,Entire home/apt,275,3,58,2019-06-14,1.2,59
7071657,1 BR UPPER EAST SIDE,4909308,Francesco,Manhattan,Upper East Side,40.77344,-73.95035,Entire home/apt,243,1,26,2019-06-22,1.1,149
7083264,"PERFECT: Times Squ., Broadway CntPrk, Bars, Eats,",32212535,Bronson & Sam,Manhattan,Hell's Kitchen,40.76551,-73.98899,Shared room,116,2,101,2018-12-01,2.07,42
7086310,Chic room in big apt near Columbia Medical Center,37138042,John And Kelsey,Manhattan,Washington Heights,40.836209999999994,-73.94646,Private room,80,3,112,2019-06-21,2.29,144
7089310,One of a kind big home in Queens,37157641,Madi,Queens,Jamaica Estates,40.722229999999996,-73.78565,Entire home/apt,398,4,55,2019-06-30,1.28,82
7093920,Roosevelt Island Charm,37181980,Svetlana,Manhattan,Roosevelt Island,40.76193,-73.94933,Private room,83,2,178,2019-07-05,3.72,255
7111050,Cozy Couch In Great Space Perfect For Backpackers,34546849,Amber,Brooklyn,Bedford-Stuyvesant,40.68828,-73.92989,Shared room,29,2,102,2019-07-01,2.11,288
7116071,30 Minutes to Manhattan / Sleeps 7,36903907,Moe,Brooklyn,Bensonhurst,40.61112,-74.00028,Entire home/apt,145,2,207,2019-07-02,4.26,287
7116799,Spring special ~,37291339,Latoya,Queens,Jamaica,40.69121,-73.78341999999999,Entire home/apt,130,2,77,2019-04-23,1.65,322
7116864,Central Park 1BR Apt NYC Manhattan,20515254,Gill,Manhattan,Upper West Side,40.76812,-73.98340999999999,Entire home/apt,99,3,99,2019-06-23,2.08,45
7125107,Room steps away from LaGuardia airport,37312959,Maya,Queens,East Elmhurst,40.77005,-73.87691,Private room,45,1,448,2019-07-07,9.63,166
7134343,Modern Apartment in a Historic Home,37368735,Harry,Brooklyn,Bedford-Stuyvesant,40.67995,-73.90921999999999,Entire home/apt,97,2,120,2019-06-27,2.75,292
7142734,1 Bedroom w/Jacuzzi in Private Home,37405985,Jenny,Queens,Forest Hills,40.71818,-73.84944,Private room,109,1,86,2019-06-30,1.78,344
7153138,Sunny and Airy near Manhattan,6312248,Angelle,Brooklyn,Bedford-Stuyvesant,40.68785,-73.92782,Entire home/apt,120,2,74,2019-04-30,1.83,60
7160363,LOVE Central Park Room Private Bath,25517905,Andreias,Manhattan,Upper West Side,40.79632,-73.96225,Private room,99,1,222,2019-06-20,4.56,251
7194538,"Big home, 3 floors, good 4 families",37633503,Tina,Manhattan,Harlem,40.80595,-73.94882,Entire home/apt,355,3,42,2019-06-22,1.03,116
7199258,"Private Apt & Patio (spacious, stocked and bright)",11241369,Elizabeth,Brooklyn,Crown Heights,40.67026,-73.9497,Entire home/apt,130,2,151,2019-05-19,3.16,36
7202368,Chic Studio Apartment in Bed Stuy,23952819,Jason,Brooklyn,Bedford-Stuyvesant,40.68651,-73.933,Entire home/apt,98,3,91,2019-06-23,1.92,217
7202612,"Queen Bed, Quiet Room, Prime Williamsburg!",7252535,Wes,Brooklyn,Williamsburg,40.712790000000005,-73.96037,Private room,90,2,262,2019-06-20,5.41,226
7204443,Peaceful Room in Dumbo Art Loft,37723496,Anna,Brooklyn,DUMBO,40.70429,-73.98773,Private room,125,2,152,2019-06-23,3.16,166
7206796,The Heart of Fort Greene 2bedrooms,37737721,Tracey,Brooklyn,Fort Greene,40.68919,-73.97474,Entire home/apt,225,2,117,2019-06-29,2.48,242
7227235,All Nations Home II-PVT br Queenbed,1639755,Adriana,Brooklyn,Fort Hamilton,40.61985,-74.03255,Private room,55,2,56,2019-06-28,1.23,306
7244171,Cozy Studio Duplex,37915862,Greg,Brooklyn,East New York,40.6752,-73.89218000000001,Entire home/apt,80,5,49,2019-06-07,1.01,217
7255577,Cool room Manhattan - Sleeps up to 3 guests,37579015,Ana,Manhattan,Hell's Kitchen,40.758340000000004,-73.99277,Private room,98,1,147,2019-06-13,3.03,149
7258864,No better location in Williamsburg!,2662538,Conrad,Brooklyn,Williamsburg,40.71563,-73.95737,Private room,84,1,204,2019-06-22,4.24,319
7259804,Beautiful Place near Manhattan,5499064,Akira,Brooklyn,Bedford-Stuyvesant,40.687540000000006,-73.92522,Private room,45,3,87,2019-06-30,1.91,258
7265079,Park Slope sweet cozy home! Wifi!,912400,Ming,Brooklyn,Park Slope,40.6756,-73.97780999999999,Private room,89,5,102,2019-06-19,2.17,255
7269771,CLEAN COZY & COMFY E. VILLAGE PAD,16155254,Lina,Manhattan,Stuyvesant Town,40.7305,-73.98043,Entire home/apt,160,1,150,2019-06-01,3.21,238
7275122,Stunning NYC Views,21336136,Brooklyn,Brooklyn,Vinegar Hill,40.70107,-73.98391,Entire home/apt,178,3,163,2019-06-30,3.4,201
7276534,LaGuardia Room with Private Entrance(1),31851704,Laura,Queens,East Elmhurst,40.7582,-73.87656,Private room,50,1,211,2019-06-24,4.37,339
7279583,The Harlem Mansion,1557442,Chris,Manhattan,Harlem,40.80682,-73.95196,Entire home/apt,450,2,48,2017-09-06,1.04,188
7304034,SPACIOUS Lower East Side DUPLEX 3 bed 2 ba COMFY,37623794,Amanda,Manhattan,East Village,40.72545,-73.98801999999999,Entire home/apt,299,1,69,2019-06-16,1.52,257
7319791,Cozy  room at trendy Lower east side,19195540,Dor,Manhattan,Lower East Side,40.71894,-73.99205,Private room,120,3,86,2019-06-06,1.82,99
7325230,Artist Renovated Loft + Roof Garden,38373441,J,Brooklyn,Bushwick,40.70174,-73.92662,Entire home/apt,350,3,58,2019-06-10,1.21,81
7327782,Light-Drenched Private 1 Bedroom,38388018,Ruth,Brooklyn,Crown Heights,40.66664,-73.92805,Private room,64,2,56,2019-06-27,2.65,184
7331070,Your own house in NYC,22373907,James,Queens,Bayside,40.76729,-73.77162,Entire home/apt,290,1,74,2019-06-09,1.59,338
7331958,Sunny luxurious loft Studio,2282450,Philip,Manhattan,West Village,40.73529,-74.00323,Entire home/apt,235,3,111,2019-06-10,2.38,126
7342107,"Cozy, Comfy, City Living.",13891989,Gregory,Bronx,East Morrisania,40.82873,-73.89553000000001,Entire home/apt,120,1,142,2019-06-23,3.1,345
7348959,Beautiful Room in Brownstone - Prime Location,4579626,Karen,Brooklyn,Park Slope,40.67618,-73.98122,Private room,58,1,211,2019-07-07,5.13,178
7358801,Luxury Hip Brand New LES ROOM w/ Terrace!,2127057,Nick And Julia,Manhattan,Lower East Side,40.72065,-73.98273,Private room,145,2,148,2019-07-03,3.16,134
7381038,South Slope Modern + Spacious with Outdoor Deck,16283468,Philip,Brooklyn,Sunset Park,40.66196,-73.99176999999999,Private room,75,1,113,2019-06-18,2.33,233
